#{"t_start": 1541001687.1398094, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
18.0,704,2223.474212
22.0,718,2237.635578
17.0,525,2248.01523
9.0,483,2257.687929
19.0,619,2270.060235
16.0,649,2282.988602
19.0,661,2295.90885
22.0,837,2312.641086
20.0,751,2327.366469
33.0,788,2343.235738
29.0,865,2360.100452
27.0,746,2374.695776
21.0,752,2389.363062
14.0,653,2402.354711
25.0,751,2417.111254
22.0,647,2429.702716
28.0,1059,2450.857803
9.0,423,2459.004045
24.0,823,2475.219526
9.0,446,2483.596433
39.0,1122,2505.630467
29.0,592,2517.152645
24.0,701,2530.55049
53.0,1339,2556.822568
22.0,822,2572.786248
11.0,485,2582.113981
53.0,972,2601.041819
43.0,1114,2622.76612
37.0,1166,2645.209167
40.0,1061,2665.819673
28.0,1001,2685.311303
16.0,436,2693.800564
42.0,1188,2716.676913
28.0,900,2734.331199
37.0,1134,2756.289804
30.0,1030,2776.263035
41.0,894,2793.725026
42.0,1044,2814.241804
27.0,848,2830.843328
47.0,1180,2853.622724
38.0,853,2870.133773
61.0,1269,2894.588617
17.0,619,2906.545027
53.0,1311,2931.855437
23.0,841,2948.195296
54.0,1361,2974.606418
76.0,1494,3003.607072
47.0,1246,3027.461077
108.0,1700,3060.526285
35.0,1158,3082.905104
21.0,534,3093.120274
71.0,1331,3118.636638
67.0,1147,3140.846822
61.0,1438,3168.314275
65.0,1478,3196.978672
59.0,1126,3218.733134
12.0,529,3228.840882
75.0,1495,3257.785889
35.0,1096,3278.987723
49.0,1140,3300.841246
59.0,1330,3326.542681
66.0,1388,3353.048331
45.0,1070,3373.646947
78.0,1559,3403.42629
71.0,1462,3431.421719
40.0,1124,3453.008562
187.0,1753,3486.571841
303.0,1691,3519.305665
113.0,1503,3548.056673
58.0,1406,3574.779588
52.0,1313,3600.141241
8.0,377,3607.659108
41.0,1077,3627.988125
93.0,1563,3658.162939
120.0,1584,3688.792433
83.0,1684,3720.854131
86.0,1467,3748.969117
49.0,1213,3772.220429
119.0,1535,3801.883487
82.0,1278,3826.484914
70.0,1165,3849.027048
66.0,1111,3870.373361
226.0,1672,3902.648663
41.0,892,3919.800064
173.0,1456,3947.76056
136.0,1598,3978.617185
114.0,1740,4011.886749
93.0,1564,4041.926399
330.0,1950,4079.365286
166.0,1755,4113.24951
84.0,1470,4141.372744
88.0,1520,4170.435054
107.0,1680,4202.625094
132.0,1796,4237.113882
171.0,1747,4270.74232
112.0,1295,4295.783302
175.0,858,4312.130212
20.0,810,4328.221543
20.0,719,4342.327737
8.0,408,4350.289937
108.0,1645,4381.782751
259.0,1715,4414.897237
77.0,1481,4443.552522
74.0,1556,4474.121457
119.0,1506,4502.760924
231.0,1911,4539.350951
66.0,1223,4562.654196
47.0,1071,4583.110039
87.0,1097,4603.958829
120.0,1529,4633.187654
347.0,1896,4669.364738
151.0,1631,4700.441328
13.0,561,4711.572733
51.0,967,4730.260629
274.0,1473,4758.244282
51.0,812,4773.822091
290.0,1576,4803.842464
278.0,1750,4836.67502
90.0,1389,4863.389283
323.0,1788,4897.636709
156.0,1611,4928.305771
193.0,1551,4957.594654
76.0,1266,4981.465143
77.0,1229,5005.045272
379.0,2031,5043.590828
93.0,1509,5072.335005
277.0,1630,5103.070888
8.0,361,5110.837425
161.0,1593,5141.015116
334.0,1768,5174.523458
161.0,1395,5201.121916
80.0,1037,5220.66674
5.0,287,5226.519342
0.0,129,5229.079137
166.0,1633,5260.184339
265.0,2051,5299.6109
103.0,1352,5325.442641
199.0,1815,5360.04891
308.0,1908,5396.029247
330.0,2024,5434.635576
260.0,1762,5468.292931
336.0,1953,5505.469675
100.0,1566,5535.144579
164.0,1610,5565.913832
335.0,2102,5605.485255
373.0,2096,5644.677673
95.0,1342,5670.497736
193.0,1770,5704.285524
373.0,2045,5743.066823
365.0,1780,5776.587144
386.0,2422,5822.802414
260.0,1957,5859.962785
328.0,1916,5896.22172
246.0,1663,5927.637701
96.0,1083,5948.15528
386.0,1969,5985.738081
382.0,1659,6017.039057
69.0,1229,6040.567932
113.0,1559,6069.692369
290.0,1917,6105.784545
140.0,1411,6132.333692
110.0,1449,6159.654717
405.0,2162,6201.05081
254.0,1916,6237.207844
299.0,1782,6270.784917
317.0,1713,6303.27567
171.0,1699,6335.592944
352.0,1832,6370.093654
136.0,1272,6394.200903
319.0,2026,6432.577298
346.0,1954,6469.751252
381.0,2074,6508.864564
374.0,2047,6547.54826
373.0,2220,6589.894835
399.0,2340,6634.091726
411.0,2648,6684.0724
383.0,2111,6724.660577
399.0,2802,6777.108058
322.0,1482,6805.027488
405.0,2574,6853.418077
274.0,1701,6885.787157
251.0,1808,6919.95699
338.0,2043,6958.560396
351.0,2206,7000.677207
364.0,2324,7044.289305
90.0,1102,7065.309215
408.0,2145,7106.016276
367.0,2607,7155.125038
408.0,2624,7204.725887
128.0,1332,7229.721285
381.0,2070,7268.797847
409.0,1887,7304.600337
388.0,2249,7347.226202
414.0,2358,7391.81788
328.0,1840,7426.387506
332.0,2039,7464.933143
412.0,2659,7515.209678
315.0,1663,7546.563156
424.0,3084,7604.991372
389.0,2549,7652.776995
385.0,2140,7693.176817
375.0,2262,7735.930149
326.0,1577,7765.500952
392.0,2553,7813.714499
413.0,2278,7856.986526
424.0,2488,7904.13339
421.0,3180,7964.27676
137.0,1803,7998.513239
393.0,2166,8039.446864
426.0,2444,8085.508657
368.0,1936,8122.071943
409.0,2070,8161.362988
419.0,2085,8200.73403
252.0,2078,8240.128106
366.0,2899,8295.059555
453.0,2660,8345.067038
260.0,2699,8396.032474
324.0,2028,8434.305346
411.0,2641,8485.086984
304.0,2070,8524.262026
390.0,2161,8564.73138
443.0,3874,8638.572933
422.0,1959,8675.673836
428.0,2832,8729.373682
326.0,1817,8763.739567
382.0,2754,8815.656674
410.0,2471,8862.055478
351.0,1969,8899.164183
415.0,2593,8948.445968
79.0,999,8967.384308
382.0,2158,9008.368001
366.0,2024,9046.685091
402.0,2016,9084.808313
58.0,1172,9106.80536
439.0,2702,9157.707447
417.0,2730,9209.546313
353.0,2357,9253.940063
436.0,3609,9322.439627
408.0,2351,9366.728735
374.0,2297,9410.133139
416.0,4580,9496.524701
333.0,1643,9527.221314
306.0,1715,9559.897941
428.0,3472,9625.095956
319.0,1681,9656.606272
324.0,5924,9768.141966
419.0,4550,9853.552878
738.0,4481,9938.105228
416.0,2551,9986.359879
369.0,2316,10030.248258
406.0,2375,10074.934493
362.0,6672,10200.659603
420.0,4037,10277.642088
125.0,1642,10308.250833
300.0,2111,10347.178831
338.0,2220,10388.983379
363.0,2354,10433.564961
419.0,2445,10479.739144
421.0,2939,10535.693383
427.0,2346,10579.767836
396.0,5166,10677.720861
417.0,2938,10733.479662
428.0,2721,10784.825164
431.0,4087,10861.944448
396.0,4162,10941.02516
406.0,2483,10988.129514
390.0,2328,11032.206983
376.0,1981,11069.746063
428.0,2278,11112.246613
413.0,2348,11156.91759
423.0,2716,11208.455708
419.0,1977,11245.528897
383.0,4219,11326.10714
428.0,3267,11387.813457
428.0,3251,11449.776552
428.0,2769,11502.73125
784.0,4626,11591.513207
418.0,2503,11638.963563
428.0,3405,11702.891565
322.0,2054,11741.97649
434.0,3229,11802.749028
412.0,2493,11850.095043
405.0,2532,11897.854326
378.0,1715,11930.263753
413.0,2758,11982.063369
416.0,2914,12037.190947
841.0,5220,12135.460414
435.0,2664,12185.651983
384.0,3942,12260.387195
420.0,2661,12310.828595
405.0,2267,12354.177188
366.0,2025,12392.796441
418.0,4526,12478.098579
423.0,2988,12534.419137
395.0,2352,12579.288989
359.0,1987,12617.011479
436.0,3890,12690.725337
385.0,2310,12734.990492
432.0,3098,12793.333984
434.0,2561,12842.325127
417.0,3196,12903.205756
367.0,1787,12937.475276
308.0,2813,12991.39268
413.0,2461,13038.123479
424.0,2605,13087.889521
387.0,3519,13153.860929
469.0,3212,13215.3979
428.0,2910,13270.698182
437.0,3655,13339.233592
431.0,2468,13386.498675
423.0,2749,13438.822841
576.0,4088,13516.513052
