#{"t_start": 1541001686.9983532, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,533.736774
0.0,127,536.368581
2.0,200,540.821591
0.0,127,543.715652
2.0,202,548.042376
5.0,350,555.970454
0.0,129,558.664154
0.0,129,561.298035
2.0,200,565.650526
2.0,198,570.147214
9.0,404,579.254501
2.0,200,583.397532
0.0,129,586.077303
3.0,250,591.71695
0.0,127,594.447397
0.0,127,597.063025
0.0,127,599.684396
6.0,377,608.353515
2.0,202,612.551141
4.0,297,619.396125
4.0,297,626.295952
5.0,338,633.824783
0.0,129,636.383586
6.0,382,645.09468
2.0,200,649.646054
2.0,202,653.874999
0.0,129,656.558841
1.0,155,659.815439
0.0,127,662.568685
4.0,299,669.047375
0.0,129,671.877124
2.0,202,676.541062
2.0,198,680.922723
1.0,177,684.716076
3.0,246,689.991474
2.0,202,694.306137
2.0,200,698.880488
5.0,350,706.563724
3.0,268,712.535182
5.0,350,720.205749
5.0,352,728.072547
9.0,404,736.95956
0.0,127,739.552855
0.0,125,742.307395
0.0,125,744.933534
1.0,175,748.532099
0.0,127,751.247398
2.0,202,755.608784
6.0,397,764.232042
0.0,127,767.106642
9.0,382,775.56676
0.0,129,778.51511
3.0,248,783.832307
0.0,129,786.468735
0.0,127,789.300643
13.0,457,799.270726
2.0,202,804.060795
5.0,350,812.145471
0.0,123,814.95417
2.0,200,819.343773
2.0,202,823.614213
2.0,198,828.056631
5.0,350,835.658358
0.0,127,838.570751
2.0,200,842.923193
5.0,350,850.7833
3.0,271,856.736557
1.0,176,860.775226
10.0,433,870.115076
1.0,177,873.909314
0.0,127,876.549457
2.0,202,880.846832
5.0,350,888.722758
3.0,272,894.916234
12.0,536,907.027702
2.0,200,911.28468
0.0,129,913.975582
9.0,404,923.088109
0.0,127,925.620355
0.0,129,928.240913
2.0,202,932.784544
5.0,350,940.713467
5.0,351,948.613999
2.0,185,952.706447
11.0,479,963.277764
10.0,442,973.256586
0.0,129,976.013476
2.0,202,980.421041
0.0,129,983.02345
0.0,129,985.708486
0.0,127,988.472551
2.0,200,992.730597
0.0,129,995.481425
4.0,297,1002.105228
0.0,127,1004.834085
0.0,127,1007.501632
2.0,202,1011.955014
0.0,127,1014.55762
6.0,397,1023.434296
1.0,153,1026.584163
2.0,188,1030.596897
0.0,129,1033.26797
2.0,221,1038.243521
1.0,157,1041.385161
0.0,125,1043.81827
0.0,127,1046.550587
11.0,306,1053.040261
5.0,346,1060.772014
9.0,404,1069.800877
5.0,352,1077.633392
0.0,127,1080.354848
1.0,172,1083.902645
0.0,129,1086.53418
1.0,155,1089.846094
9.0,383,1098.410904
0.0,127,1100.959099
1.0,155,1104.434366
3.0,236,1109.33155
1.0,157,1112.618845
0.0,127,1115.442473
1.0,155,1118.655427
4.0,276,1124.735604
8.0,374,1133.27217
1.0,155,1136.510134
3.0,214,1141.104783
2.0,198,1145.261581
1.0,155,1148.501894
3.0,229,1153.71635
1.0,175,1157.403138
5.0,347,1165.118216
0.0,125,1167.675643
5.0,372,1175.929047
10.0,451,1185.923517
5.0,364,1193.858036
8.0,471,1204.405007
1.0,157,1207.968558
1.0,175,1211.610345
2.0,205,1215.902021
0.0,127,1218.574853
0.0,129,1221.467083
0.0,129,1224.078993
6.0,382,1232.745857
3.0,216,1237.296293
1.0,154,1240.454572
3.0,269,1246.465303
2.0,202,1250.619005
5.0,350,1258.219572
0.0,129,1260.917324
1.0,174,1264.42149
4.0,246,1269.861535
4.0,319,1276.928734
2.0,203,1281.263605
1.0,157,1284.591743
3.0,234,1289.808281
6.0,382,1298.346383
9.0,404,1307.389639
17.0,616,1321.204554
0.0,129,1324.178592
1.0,155,1327.28503
0.0,127,1329.792591
1.0,157,1333.077209
0.0,129,1336.044691
2.0,204,1340.304476
1.0,155,1343.557036
5.0,331,1351.06173
3.0,218,1355.809993
7.0,248,1361.186546
2.0,206,1365.557797
0.0,125,1368.241522
3.0,216,1372.893424
2.0,186,1376.718319
10.0,453,1386.778724
9.0,399,1395.643298
2.0,204,1399.902311
1.0,157,1403.085271
6.0,344,1410.648296
4.0,261,1416.295689
3.0,230,1421.032653
1.0,157,1424.240998
0.0,129,1427.050088
4.0,295,1433.280311
6.0,394,1442.187976
0.0,129,1444.737074
6.0,336,1452.001406
3.0,229,1456.859536
1.0,157,1460.110445
9.0,309,1467.015036
3.0,216,1471.470385
9.0,404,1480.59621
7.0,420,1489.803306
6.0,373,1497.940508
2.0,204,1502.111211
1.0,177,1505.638969
1.0,155,1509.011266
5.0,300,1515.536609
1.0,155,1518.938906
6.0,397,1527.645976
4.0,247,1533.075973
13.0,459,1542.987295
2.0,190,1546.847021
9.0,380,1555.124178
8.0,279,1561.034187
15.0,420,1570.085003
5.0,313,1576.735322
7.0,248,1581.976106
5.0,348,1589.260062
2.0,186,1592.927793
7.0,427,1602.124817
0.0,129,1604.765067
9.0,327,1611.698389
2.0,188,1615.375204
9.0,404,1623.681534
10.0,454,1633.229916
3.0,215,1637.604452
6.0,340,1644.675544
12.0,530,1655.984794
5.0,313,1662.815521
11.0,271,1668.27074
2.0,221,1673.01065
4.0,273,1678.531607
11.0,461,1688.400661
8.0,296,1694.338748
8.0,422,1703.148905
11.0,472,1713.000054
12.0,497,1723.305606
11.0,481,1733.498629
5.0,290,1739.544066
10.0,501,1749.998689
9.0,404,1758.171079
4.0,265,1763.768003
4.0,241,1768.577538
7.0,414,1777.149841
11.0,271,1783.043707
1.0,177,1786.585087
15.0,420,1795.381133
7.0,365,1802.948438
4.0,277,1808.458514
12.0,551,1820.127825
10.0,472,1829.950609
4.0,280,1835.833198
6.0,342,1842.581557
5.0,327,1849.306679
6.0,361,1856.696729
11.0,372,1864.001963
10.0,508,1874.480016
9.0,471,1884.16427
12.0,506,1894.518136
14.0,387,1902.381113
7.0,392,1910.705631
14.0,684,1924.910167
12.0,321,1931.607159
5.0,330,1938.12305
18.0,588,1949.878153
12.0,477,1959.487902
10.0,513,1970.107901
9.0,520,1980.702487
10.0,359,1987.981517
12.0,302,1994.116125
4.0,279,1999.612554
12.0,591,2011.684466
7.0,413,2019.960089
11.0,553,2031.106809
9.0,551,2042.142271
8.0,436,2051.087568
6.0,375,2058.543705
8.0,440,2067.45789
23.0,702,2081.696644
6.0,378,2089.300751
11.0,631,2101.875633
11.0,526,2112.542055
16.0,589,2124.31353
11.0,535,2134.997178
8.0,440,2143.839725
20.0,659,2156.914891
19.0,663,2169.945441
13.0,336,2176.371712
19.0,766,2191.883749
25.0,485,2201.740277
17.0,720,2215.978084
12.0,546,2226.861567
14.0,668,2240.302105
16.0,757,2255.293752
16.0,728,2269.957217
15.0,536,2280.426793
28.0,803,2296.428192
13.0,680,2309.770978
10.0,466,2318.804091
11.0,505,2328.944898
23.0,894,2346.764143
37.0,1079,2367.973009
12.0,637,2380.241192
29.0,684,2393.915548
15.0,545,2404.568197
10.0,490,2414.008937
20.0,652,2426.734477
18.0,751,2441.875164
15.0,570,2452.983141
31.0,937,2471.316626
17.0,733,2485.42292
29.0,951,2504.100161
43.0,995,2523.595872
22.0,757,2538.135219
31.0,917,2555.997995
28.0,859,2572.705539
35.0,924,2590.841847
41.0,1191,2613.970179
47.0,1268,2638.329603
30.0,856,2655.016438
31.0,796,2670.598918
98.0,1659,2702.83532
23.0,817,2718.881957
37.0,883,2735.969029
45.0,1371,2762.766494
48.0,1368,2789.452237
31.0,600,2801.138359
52.0,1054,2821.656438
44.0,1157,2844.216937
45.0,1004,2863.474965
50.0,1397,2890.606143
15.0,576,2901.689483
53.0,1384,2928.548797
23.0,693,2941.831057
32.0,1054,2962.082096
82.0,1306,2987.549986
82.0,1504,3016.568872
26.0,854,3033.030148
33.0,971,3051.593983
41.0,1147,3073.929082
80.0,1664,3106.088461
84.0,1656,3138.065411
27.0,672,3151.077171
34.0,983,3169.854098
40.0,805,3185.073912
41.0,760,3199.917569
52.0,1316,3224.97871
52.0,1329,3250.790317
53.0,1324,3276.297075
73.0,1441,3304.172544
70.0,1345,3330.267723
104.0,1244,3353.973397
32.0,512,3363.680246
59.0,1310,3388.602789
31.0,1206,3411.814355
62.0,1346,3437.628728
97.0,1422,3465.03866
79.0,1572,3495.009695
83.0,1427,3522.473237
59.0,1346,3548.29628
67.0,1464,3576.097892
237.0,1267,3600.667386
28.0,661,3613.50589
84.0,1433,3640.949975
84.0,1373,3667.40145
24.0,765,3681.865949
47.0,926,3699.764437
36.0,1012,3718.888427
52.0,987,3737.636592
51.0,1083,3758.341906
47.0,1110,3779.309649
84.0,1183,3802.486753
56.0,1127,3824.143425
35.0,953,3842.525865
60.0,1071,3863.045254
56.0,1046,3883.15248
107.0,1442,3910.924961
151.0,1593,3941.799936
38.0,812,3957.363121
90.0,1608,3988.031619
152.0,1558,4017.907382
61.0,1228,4041.477432
63.0,902,4058.770659
229.0,1919,4095.528174
36.0,1182,4118.13733
81.0,1075,4138.562564
85.0,1413,4165.596945
46.0,1133,4187.361634
138.0,1716,4220.307931
151.0,1710,4253.155989
57.0,1228,4276.811811
258.0,1728,4310.143342
40.0,923,4328.461163
0.0,127,4331.22483
83.0,1475,4359.726123
125.0,1664,4391.541733
222.0,1839,4427.000921
71.0,1262,4451.289915
27.0,904,4469.105863
54.0,961,4487.31401
140.0,1678,4519.531955
109.0,1439,4546.994308
24.0,858,4563.486631
107.0,1580,4593.582447
264.0,1811,4628.429982
81.0,1344,4653.966502
269.0,1553,4683.434232
256.0,1374,4709.965364
0.0,127,4712.509143
9.0,481,4721.621045
163.0,1557,4751.476718
285.0,1955,4788.654493
92.0,1600,4819.006853
111.0,1388,4845.42356
135.0,1515,4874.351295
272.0,1933,4911.208665
101.0,1002,4930.351434
110.0,1365,4956.171666
306.0,1917,4992.740552
272.0,1986,5030.769617
358.0,1785,5064.427146
220.0,1791,5098.412802
12.0,580,5109.89979
324.0,1337,5135.453236
322.0,1935,5172.337104
382.0,1969,5209.831929
49.0,1049,5230.68407
335.0,1901,5266.913322
257.0,1758,5300.617407
203.0,1856,5336.034639
276.0,1577,5366.091672
370.0,2024,5404.458358
303.0,2102,5444.482158
376.0,1976,5482.165735
87.0,1577,5512.387717
71.0,1151,5533.899111
184.0,1575,5564.008659
255.0,1828,5598.717031
334.0,1914,5634.480598
148.0,1576,5664.287993
374.0,1785,5698.463544
376.0,2360,5743.285763
393.0,2417,5789.132581
307.0,2028,5827.740035
408.0,2064,5866.868365
379.0,2003,5904.732429
267.0,1871,5940.203449
270.0,1561,5969.929443
362.0,2131,6010.442925
156.0,1521,6039.407344
264.0,1819,6073.440338
388.0,1982,6110.758536
167.0,1461,6138.440028
382.0,2137,6178.955189
336.0,2032,6217.577147
397.0,2006,6255.46063
168.0,2062,6294.436668
427.0,2544,6343.133164
251.0,1599,6373.197497
350.0,2113,6413.206076
81.0,1462,6440.880904
114.0,1272,6464.832415
351.0,1848,6499.988606
338.0,1880,6535.519029
316.0,1834,6570.161514
421.0,2771,6623.03185
345.0,2097,6662.318553
307.0,1737,6695.271062
407.0,2839,6749.158746
387.0,2557,6797.149348
394.0,2249,6839.604519
178.0,1748,6872.464074
318.0,1934,6909.276063
304.0,1356,6935.122173
314.0,2116,6975.206024
69.0,1231,6998.128946
382.0,2356,7042.591242
130.0,1427,7069.96953
368.0,1901,7105.859582
336.0,2063,7144.537052
393.0,1946,7181.448971
367.0,2340,7225.48895
396.0,1925,7261.732179
406.0,2270,7304.948723
364.0,2283,7348.162572
166.0,1862,7383.191015
398.0,2384,7428.623568
415.0,1994,7465.90119
318.0,1979,7503.339411
388.0,2188,7544.624576
209.0,1762,7577.851311
331.0,1750,7611.140891
25.0,877,7627.207125
346.0,2032,7665.39435
362.0,1826,7700.014885
414.0,3386,7763.799623
104.0,1399,7790.256333
418.0,9491,7970.701482
428.0,2610,8020.17952
409.0,2234,8062.114094
428.0,2399,8107.38966
414.0,2986,8164.129502
416.0,2129,8204.324059
349.0,1986,8241.972508
415.0,2342,8286.288167
332.0,2041,8324.780632
423.0,2550,8372.822247
346.0,2160,8413.538924
410.0,4886,8506.897197
386.0,2574,8555.402084
261.0,2091,8595.07717
420.0,2969,8651.288897
361.0,2185,8692.877366
766.0,4682,8782.122339
411.0,2403,8827.305602
110.0,1539,8856.11552
407.0,2196,8897.31558
402.0,2452,8943.92511
408.0,2279,8986.936503
413.0,2180,9028.474131
377.0,2261,9071.367851
418.0,3084,9129.509228
379.0,1803,9163.675859
342.0,2023,9201.847078
428.0,2549,9250.117622
438.0,2704,9301.165396
433.0,3890,9374.779403
356.0,1576,9404.421867
352.0,3701,9473.845538
43.0,930,9491.288221
433.0,3086,9550.002163
325.0,1841,9584.513727
421.0,2845,9637.844808
398.0,2468,9684.396084
328.0,2266,9726.532697
408.0,2164,9767.447292
389.0,2171,9807.817751
428.0,2856,9861.697674
335.0,1828,9895.852814
392.0,3508,9961.987266
428.0,2810,10015.561143
407.0,2461,10061.87062
312.0,1815,10096.253174
417.0,2408,10141.33438
367.0,2099,10180.568968
406.0,2343,10224.967663
420.0,5081,10320.766872
427.0,3531,10386.915831
419.0,3750,10458.101792
412.0,3021,10515.301123
380.0,2571,10563.958179
402.0,2824,10617.675251
433.0,3570,10684.725293
428.0,3873,10758.10972
399.0,2459,10804.782165
417.0,2548,10852.577317
480.0,5024,10948.319303
417.0,3209,11009.272859
45.0,886,11025.690434
424.0,2381,11070.81513
450.0,3791,11142.501223
438.0,3032,11200.03098
421.0,4765,11290.550078
424.0,2889,11345.206517
434.0,3154,11405.045216
423.0,2866,11459.628586
336.0,1915,11496.293737
432.0,4943,11591.05314
418.0,2532,11639.015045
398.0,4334,11720.761524
373.0,1847,11755.630773
439.0,2806,11808.318201
386.0,2516,11856.199627
384.0,2224,11898.227935
432.0,2419,11944.124337
395.0,2355,11987.939965
410.0,2596,12037.217965
410.0,2346,12080.910748
416.0,2637,12130.539049
427.0,3558,12198.264169
414.0,3189,12258.363472
420.0,2655,12308.672246
344.0,1812,12343.441925
846.0,4559,12429.812609
786.0,6483,12552.552596
410.0,2477,12599.645527
346.0,2098,12639.539834
844.0,5002,12734.972581
440.0,3813,12806.772838
403.0,2066,12846.895454
383.0,2983,12903.310907
397.0,3244,12965.568045
427.0,3205,13026.589221
419.0,2288,13070.166975
414.0,2773,13122.3185
410.0,3507,13188.984807
416.0,2921,13244.624753
425.0,5966,13357.694892
428.0,2688,13408.928326
365.0,1985,13446.499876
