#{"t_start": 1541001687.132589, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
28.0,917,2566.252995
17.0,724,2580.405535
16.0,561,2591.24928
41.0,1028,2611.129524
25.0,793,2626.378052
22.0,727,2640.408779
35.0,790,2655.589104
38.0,1147,2677.924354
37.0,1101,2699.465619
30.0,875,2716.205607
33.0,972,2735.378762
23.0,670,2748.469157
53.0,1173,2771.160802
250.0,1281,2796.09353
24.0,750,2810.793806
35.0,864,2827.731465
53.0,1356,2853.905131
35.0,1085,2874.859823
58.0,1377,2901.697997
19.0,544,2911.947441
50.0,1369,2938.693203
26.0,582,2949.715416
29.0,787,2964.993211
40.0,1042,2985.066721
54.0,1259,3009.2526
78.0,1295,3034.373568
79.0,1574,3064.94183
48.0,1098,3086.091797
42.0,991,3105.071133
49.0,1179,3127.816293
33.0,919,3145.408909
97.0,1558,3175.497563
42.0,1191,3198.661146
60.0,1424,3225.832773
55.0,1340,3251.785106
24.0,480,3261.054565
55.0,1335,3286.848416
31.0,918,3304.336593
36.0,998,3323.370539
48.0,1121,3345.297074
86.0,1629,3376.228293
60.0,1382,3402.800006
199.0,1871,3438.741036
51.0,1193,3461.792771
89.0,1450,3489.218981
79.0,1295,3514.267675
19.0,669,3526.888888
87.0,1370,3553.107087
69.0,1328,3578.613223
44.0,1069,3598.992278
27.0,824,3615.126261
104.0,1562,3645.282667
73.0,1381,3671.636814
76.0,1381,3698.321124
75.0,1398,3724.939762
73.0,1501,3753.810365
72.0,1173,3775.966359
54.0,1361,3802.465823
127.0,1543,3832.158509
81.0,1420,3859.564188
39.0,1191,3882.401195
32.0,917,3900.206756
80.0,1368,3926.390838
178.0,1824,3961.701705
38.0,907,3979.062357
122.0,1296,4003.602055
110.0,1524,4032.91717
24.0,759,4047.646625
213.0,1664,4079.311783
61.0,1190,4102.198829
136.0,1604,4132.883363
54.0,998,4152.075956
92.0,1441,4179.667276
68.0,1303,4204.388743
332.0,1517,4233.326214
11.0,535,4243.897863
131.0,1724,4276.952016
184.0,1038,4296.879495
105.0,1319,4322.186725
15.0,412,4331.200758
50.0,849,4347.584205
55.0,1330,4372.882467
147.0,1677,4405.228032
173.0,1872,4441.220153
100.0,1337,4467.177744
56.0,1302,4492.532998
382.0,1983,4530.492258
333.0,1704,4563.129778
60.0,1050,4583.203431
326.0,1692,4615.40056
101.0,1574,4645.889085
254.0,1697,4678.041597
93.0,1274,4702.086648
14.0,533,4712.876489
35.0,678,4725.890762
99.0,1376,4752.331404
76.0,1069,4772.488439
246.0,1520,4801.473814
127.0,1503,4829.754866
231.0,1804,4864.155594
175.0,1739,4897.497379
109.0,1523,4926.434584
177.0,1420,4953.051014
128.0,1592,4983.562384
183.0,1940,5020.634462
255.0,1554,5050.178635
372.0,1980,5087.448213
43.0,1115,5109.273732
64.0,1011,5128.897098
70.0,1437,5156.309579
93.0,1436,5183.268499
110.0,1395,5209.811026
58.0,760,5224.258213
0.0,127,5226.903346
0.0,127,5229.375244
340.0,1548,5258.814332
283.0,1718,5292.06066
310.0,2078,5331.630723
372.0,1884,5367.428232
354.0,2077,5407.076104
147.0,1770,5440.577253
132.0,1512,5469.343319
331.0,2080,5508.914081
95.0,1442,5536.27261
317.0,2026,5574.812369
91.0,1280,5599.178238
259.0,1607,5629.200372
381.0,1484,5657.202087
323.0,1995,5695.38465
377.0,1870,5730.414428
172.0,1621,5761.383586
347.0,1598,5791.59868
382.0,1908,5827.979232
15.0,524,5837.722343
294.0,1558,5867.239406
402.0,2512,5914.863366
35.0,784,5929.548296
284.0,1901,5965.798761
386.0,2091,6005.4098
336.0,2087,6045.071175
361.0,2098,6084.644933
345.0,1972,6121.737331
311.0,1439,6148.731753
277.0,1898,6185.07925
374.0,1905,6221.335134
360.0,2269,6263.887088
424.0,2329,6308.501565
414.0,2820,6362.098158
53.0,998,6380.409801
93.0,1318,6405.552002
329.0,2099,6445.232111
352.0,1989,6483.074522
377.0,2458,6529.535238
398.0,2233,6572.250823
374.0,2060,6611.255069
327.0,2090,6650.357195
368.0,2453,6697.257164
334.0,1865,6732.439533
368.0,3016,6789.173933
302.0,2152,6829.774527
337.0,1693,6861.525935
392.0,2215,6903.607233
399.0,2502,6951.014829
242.0,2076,6990.666133
79.0,1042,7010.306199
372.0,2149,7050.917248
367.0,1946,7087.855595
304.0,1762,7120.629697
325.0,2112,7160.592906
417.0,3210,7221.56754
428.0,3588,7289.323533
296.0,4876,7381.960637
403.0,2376,7426.943305
382.0,2559,7475.288767
431.0,2440,7521.108171
382.0,2018,7559.498358
423.0,2963,7615.612194
259.0,1716,7647.645528
192.0,1563,7677.314233
357.0,2250,7719.797722
399.0,2223,7761.588099
413.0,2472,7808.219611
78.0,1207,7830.92552
406.0,2519,7878.67992
375.0,2178,7919.795263
406.0,1971,7957.001939
419.0,2304,8000.781172
249.0,1470,8028.623933
437.0,4138,8106.663567
357.0,1945,8143.649416
399.0,2863,8197.64269
392.0,3123,8257.034065
397.0,2365,8301.662596
386.0,4565,8388.184541
385.0,1765,8421.49703
381.0,2177,8462.804673
409.0,2181,8504.365594
366.0,2152,8545.104664
232.0,1475,8572.755231
430.0,2527,8620.686991
422.0,2409,8666.390661
405.0,3138,8726.087286
418.0,2672,8776.681893
393.0,1746,8809.574854
407.0,3888,8882.358022
423.0,3040,8940.665292
645.0,3503,9006.913954
436.0,2856,9061.167234
340.0,2243,9103.855814
686.0,4628,9191.394633
407.0,2455,9237.825066
427.0,2639,9287.880217
402.0,2489,9334.810122
428.0,3095,9393.247453
312.0,2124,9432.817086
410.0,2499,9479.825722
405.0,2550,9528.183824
409.0,2618,9577.929765
414.0,2480,9624.449737
433.0,2901,9678.709768
432.0,2945,9733.883061
423.0,2797,9786.842914
423.0,1954,9823.42878
330.0,2213,9864.734296
424.0,3007,9921.462172
376.0,2278,9964.137345
428.0,4263,10045.330804
397.0,1770,10078.763297
417.0,2699,10129.615204
438.0,3075,10187.054106
416.0,4426,10271.432557
435.0,3241,10331.510721
102.0,1514,10359.85305
419.0,2376,10404.497992
31.0,828,10420.377002
470.0,3694,10489.984156
367.0,3760,10561.085538
383.0,4101,10639.783094
479.0,3723,10709.741798
684.0,4086,10787.029373
404.0,2545,10835.018594
424.0,2862,10889.136933
386.0,2459,10935.885056
438.0,2931,10991.423343
421.0,3213,11052.431815
686.0,4787,11142.99118
408.0,2453,11189.525469
409.0,2644,11239.441351
392.0,2400,11285.29788
402.0,2420,11330.680691
428.0,2813,11384.061214
852.0,5412,11487.445969
421.0,3595,11556.255413
392.0,2706,11607.525319
428.0,3550,11674.969336
427.0,2849,11728.889691
428.0,2771,11781.139915
424.0,3255,11842.592343
457.0,3334,11905.928649
407.0,3752,11976.475352
395.0,3611,12044.735592
418.0,2380,12089.353138
350.0,1962,12126.198565
16.0,660,12138.44696
424.0,3136,12198.129571
431.0,3213,12258.701679
433.0,2473,12305.612763
428.0,3351,12369.754119
809.0,6108,12485.386756
431.0,3085,12543.452088
416.0,2656,12593.675747
379.0,2477,12641.14325
406.0,2311,12685.027987
400.0,2740,12737.186482
401.0,5606,12843.819485
420.0,2796,12897.183388
314.0,2143,12938.163451
403.0,2323,12982.516854
395.0,2184,13024.013133
412.0,2244,13066.700049
428.0,3901,13140.125037
388.0,3081,13199.037521
409.0,2227,13241.340472
410.0,2300,13284.882216
428.0,2830,13338.088947
423.0,3574,13406.301296
483.0,5365,13508.288027
