#{"t_start": 1541001687.133644, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,360.189383
1.0,154,363.427819
2.0,202,368.022846
2.0,198,372.459725
0.0,127,375.08717
1.0,173,378.969893
0.0,125,381.536999
0.0,127,384.139388
2.0,200,388.546821
0.0,125,391.079481
0.0,125,393.704208
9.0,403,403.000389
1.0,172,406.656838
0.0,129,409.222084
4.0,299,416.31865
0.0,129,419.155801
0.0,129,421.878517
4.0,299,428.885166
2.0,202,433.539547
4.0,299,440.435314
0.0,129,443.143131
5.0,350,450.903493
4.0,299,457.489292
1.0,176,461.502248
0.0,129,464.24858
1.0,173,468.002876
0.0,125,470.602287
6.0,377,479.241812
8.0,457,489.78715
5.0,350,497.634282
2.0,202,501.98981
6.0,398,510.802468
2.0,224,515.936519
9.0,404,525.014509
2.0,224,529.916063
2.0,200,534.485941
0.0,127,537.157856
1.0,174,540.997561
0.0,129,543.958458
5.0,350,551.628068
9.0,424,561.315026
2.0,202,565.758066
0.0,129,568.714195
5.0,350,576.188649
0.0,127,579.079076
0.0,129,581.633285
9.0,404,590.842427
3.0,248,596.363679
0.0,127,598.970965
0.0,127,601.875573
0.0,127,604.572197
0.0,127,607.095976
0.0,129,609.6943
0.0,125,612.17662
5.0,350,620.186181
1.0,155,623.632303
0.0,127,626.453746
3.0,248,631.981442
3.0,248,637.539631
3.0,248,642.756175
0.0,127,645.43882
2.0,200,649.927875
7.0,432,659.530497
10.0,431,669.229976
0.0,127,672.347042
0.0,127,674.935694
3.0,248,680.435895
0.0,129,683.010971
0.0,127,685.706547
0.0,129,688.300871
0.0,129,691.017351
10.0,453,701.357327
1.0,157,704.688005
0.0,127,707.516275
0.0,127,710.065218
0.0,129,712.617259
5.0,350,720.33667
0.0,127,722.897693
3.0,248,728.359714
10.0,435,737.930454
0.0,129,740.589084
2.0,202,745.185148
2.0,202,749.530445
11.0,483,760.17345
2.0,202,764.505447
0.0,129,767.40292
1.0,175,771.046542
1.0,174,774.676353
2.0,202,779.429621
1.0,157,782.631162
0.0,129,785.201792
6.0,378,793.759068
0.0,127,796.291459
1.0,173,800.180958
0.0,129,802.916518
0.0,125,805.591368
0.0,127,808.245525
0.0,127,810.997301
0.0,129,814.036853
1.0,173,817.822194
0.0,127,820.496556
2.0,219,825.369575
0.0,129,827.974892
2.0,202,832.207423
0.0,127,834.742354
0.0,127,837.627783
0.0,127,840.313824
0.0,127,842.945903
0.0,127,845.582847
0.0,127,848.483634
0.0,129,850.924153
0.0,129,853.608601
2.0,198,857.850602
3.0,248,863.567383
0.0,129,866.065078
4.0,259,871.726228
0.0,129,874.208316
4.0,297,880.754553
10.0,450,890.969154
0.0,125,893.462691
4.0,298,900.306204
1.0,174,903.920664
2.0,202,908.358456
1.0,171,911.968018
0.0,127,914.640202
6.0,380,923.165661
5.0,350,930.952699
9.0,404,940.180506
0.0,127,942.996733
0.0,129,945.605061
1.0,175,949.331863
0.0,129,951.927411
0.0,127,954.637668
2.0,202,958.991327
2.0,202,963.227812
1.0,175,967.102162
1.0,157,970.40966
9.0,404,979.493865
2.0,200,983.76746
0.0,127,986.398012
3.0,268,992.375221
0.0,127,995.076139
9.0,398,1004.08828
0.0,129,1006.792841
1.0,172,1010.395479
1.0,176,1014.323812
9.0,400,1023.298022
2.0,186,1027.176456
1.0,172,1030.857041
5.0,350,1038.806863
1.0,155,1041.900829
5.0,350,1049.494072
6.0,382,1057.979014
4.0,268,1063.817119
2.0,186,1067.69646
0.0,127,1070.470729
1.0,154,1073.729931
6.0,397,1082.576458
3.0,252,1088.051269
0.0,129,1090.733097
1.0,153,1094.090046
1.0,156,1097.233827
8.0,374,1105.702318
2.0,204,1109.910903
2.0,186,1113.864801
9.0,404,1123.026452
3.0,246,1128.651075
4.0,281,1134.816525
1.0,177,1138.654683
1.0,173,1142.200394
5.0,352,1150.145494
0.0,127,1152.787824
3.0,248,1158.132359
2.0,202,1162.445705
0.0,129,1165.165578
9.0,404,1174.236908
1.0,155,1177.374746
0.0,127,1179.992599
4.0,300,1186.458833
5.0,347,1194.083864
0.0,129,1196.9378
6.0,399,1205.62357
6.0,396,1214.619615
0.0,129,1217.196943
2.0,185,1221.433284
9.0,422,1230.986965
8.0,354,1238.723157
0.0,129,1241.223623
3.0,231,1246.39745
1.0,176,1249.987834
4.0,319,1256.939383
11.0,500,1268.018732
1.0,155,1271.232105
9.0,493,1282.360498
2.0,202,1286.544108
1.0,152,1289.966377
5.0,372,1298.309989
1.0,178,1302.277983
4.0,298,1308.661619
0.0,127,1311.213003
10.0,450,1321.29695
0.0,129,1324.236724
5.0,372,1332.245834
2.0,186,1336.544882
0.0,127,1339.091285
0.0,127,1341.540984
3.0,230,1346.852998
2.0,186,1350.74264
1.0,176,1354.476968
2.0,185,1358.678103
2.0,183,1362.300559
5.0,348,1370.250818
6.0,379,1378.271071
1.0,155,1381.68566
11.0,485,1392.593886
5.0,329,1399.582474
2.0,185,1403.462297
0.0,127,1406.165838
10.0,452,1416.023264
4.0,315,1422.681201
10.0,450,1432.556563
0.0,125,1435.162635
5.0,346,1442.94717
1.0,155,1446.035337
3.0,248,1451.369536
3.0,216,1455.895285
0.0,129,1458.548978
5.0,315,1465.669152
1.0,155,1468.675216
1.0,175,1472.526916
5.0,347,1480.110376
0.0,127,1482.639905
2.0,188,1486.762904
5.0,298,1492.937036
5.0,350,1500.57751
4.0,300,1507.070731
2.0,222,1511.607876
4.0,267,1517.429311
4.0,278,1523.638576
4.0,296,1530.474259
1.0,153,1533.451787
4.0,321,1540.191914
4.0,263,1545.743709
13.0,351,1553.384937
1.0,155,1556.564095
2.0,223,1561.197731
7.0,250,1566.512521
2.0,206,1570.743753
1.0,155,1573.694877
8.0,299,1580.255604
2.0,183,1583.997661
8.0,374,1591.79046
11.0,424,1600.897448
1.0,155,1604.013162
9.0,404,1612.635459
14.0,498,1622.958994
9.0,404,1631.525903
10.0,530,1642.674407
2.0,204,1646.719491
6.0,340,1653.871159
4.0,245,1658.914557
2.0,183,1662.932434
7.0,374,1670.587049
4.0,243,1675.7949
3.0,233,1680.472435
2.0,207,1684.822944
1.0,175,1688.344718
6.0,343,1695.458296
7.0,250,1700.37715
3.0,234,1705.17081
4.0,306,1711.398195
21.0,402,1719.70437
3.0,234,1724.345651
3.0,211,1728.748748
7.0,428,1737.852349
10.0,557,1749.43593
2.0,185,1753.033633
8.0,279,1758.655432
6.0,399,1767.042969
10.0,523,1777.897795
2.0,203,1782.345169
7.0,360,1789.799454
11.0,501,1800.308534
12.0,501,1810.667713
14.0,527,1821.758034
3.0,219,1826.414243
5.0,292,1832.271151
2.0,203,1836.401482
5.0,315,1842.64923
7.0,380,1850.440518
9.0,476,1860.136573
16.0,602,1872.441267
5.0,322,1879.159783
11.0,556,1890.590672
13.0,554,1901.853066
4.0,247,1906.904351
3.0,232,1911.649359
10.0,451,1921.025091
8.0,449,1930.403871
8.0,400,1938.383381
11.0,559,1949.537229
3.0,251,1954.621771
16.0,629,1967.395535
2.0,203,1971.405522
5.0,352,1978.498468
6.0,319,1984.972993
15.0,606,1997.381519
15.0,448,2006.463888
11.0,608,2018.769892
23.0,764,2034.304018
6.0,364,2041.473228
5.0,308,2047.843807
8.0,435,2056.61008
12.0,322,2062.780547
11.0,536,2073.69259
15.0,547,2084.663596
9.0,491,2094.582292
17.0,562,2105.855201
19.0,701,2120.164604
11.0,547,2131.08964
12.0,589,2142.957091
13.0,578,2154.379799
20.0,439,2162.942613
19.0,746,2177.61876
19.0,672,2191.174202
18.0,424,2199.826803
25.0,755,2214.803951
11.0,271,2220.171618
13.0,612,2232.333889
10.0,531,2242.805287
15.0,667,2256.101816
21.0,808,2272.461339
33.0,690,2285.966185
18.0,790,2301.620978
19.0,758,2316.547394
16.0,596,2328.380771
13.0,593,2340.027125
9.0,450,2348.858141
20.0,607,2360.731987
24.0,622,2372.873042
20.0,710,2386.644472
23.0,597,2398.342053
21.0,789,2414.015334
28.0,964,2433.143683
15.0,735,2447.650344
12.0,598,2459.332702
32.0,1036,2479.508006
15.0,582,2490.767736
19.0,669,2503.829385
45.0,1204,2527.401251
20.0,810,2543.163469
16.0,567,2554.094549
13.0,649,2566.569235
40.0,1094,2587.972417
9.0,495,2597.322692
31.0,754,2612.018322
36.0,955,2630.544686
25.0,829,2646.401708
31.0,861,2663.193573
28.0,710,2676.815447
53.0,1309,2702.37652
33.0,783,2717.528417
34.0,619,2729.562005
17.0,698,2743.226466
50.0,1204,2766.434465
26.0,1074,2787.525333
23.0,972,2806.251302
51.0,1307,2832.06391
24.0,513,2841.861371
54.0,1324,2867.650688
55.0,1261,2891.865054
32.0,802,2907.404886
39.0,864,2923.904628
83.0,1451,2952.159127
80.0,1352,2978.367709
43.0,1339,3004.391222
67.0,1526,3033.878057
59.0,1326,3059.507457
62.0,1268,3084.064556
47.0,1209,3107.27178
38.0,1076,3128.046978
31.0,747,3142.337317
50.0,1077,3163.063069
51.0,943,3181.121965
24.0,974,3200.015486
47.0,977,3218.589797
33.0,879,3235.566985
44.0,1126,3257.281463
40.0,1054,3277.638522
38.0,1110,3298.943333
38.0,1058,3319.199064
50.0,1095,3340.338877
86.0,1353,3366.318139
66.0,1297,3390.896629
84.0,1492,3419.570159
96.0,1633,3451.099103
26.0,859,3467.422115
53.0,1241,3491.156305
110.0,1705,3523.983347
61.0,1332,3549.426284
34.0,865,3565.727595
82.0,1633,3597.210718
46.0,1047,3617.777533
84.0,1351,3643.488268
39.0,886,3660.477874
70.0,1624,3691.767294
48.0,1116,3713.100591
27.0,741,3727.05851
59.0,1182,3749.610512
93.0,1812,3784.385735
34.0,919,3802.232545
21.0,762,3816.715799
139.0,1022,3836.343243
123.0,1761,3870.561501
43.0,1182,3893.32183
60.0,1319,3918.660844
217.0,1772,3952.877336
54.0,1090,3973.620079
139.0,1496,4002.253731
291.0,1504,4031.152205
35.0,1077,4051.855607
85.0,1274,4076.263572
20.0,865,4092.834081
62.0,1370,4118.899648
202.0,1744,4152.516304
267.0,1752,4186.057677
162.0,1571,4215.942028
79.0,1270,4240.362582
59.0,1098,4261.525579
43.0,1042,4281.470298
55.0,1273,4306.010541
57.0,1137,4328.550734
18.0,749,4343.316391
115.0,1701,4376.229261
131.0,1726,4409.275145
85.0,1567,4439.411834
61.0,1101,4460.668748
10.0,458,4469.895629
312.0,1738,4503.236628
40.0,707,4516.389765
101.0,1157,4538.337802
90.0,1539,4568.008916
73.0,1073,4588.590297
108.0,1367,4614.431891
299.0,2008,4653.007908
117.0,1623,4684.165291
71.0,1353,4710.003264
44.0,1050,4730.542384
128.0,1724,4763.445789
181.0,1808,4797.782605
310.0,1847,4832.773792
173.0,1711,4865.593684
273.0,1517,4894.496887
251.0,1855,4929.989332
70.0,1589,4960.09515
392.0,2026,4998.724341
359.0,2079,5038.085824
194.0,1672,5070.151816
290.0,1891,5105.889781
2.0,188,5110.03952
60.0,1261,5134.117205
123.0,1582,5164.110965
370.0,1639,5195.414372
248.0,1523,5224.491467
2.0,200,5228.748735
140.0,1486,5257.043408
187.0,1793,5291.696134
59.0,994,5310.306044
358.0,1804,5344.722517
322.0,1572,5374.654346
84.0,1297,5399.202046
288.0,1847,5434.212465
367.0,2034,5472.999042
236.0,1602,5503.44609
123.0,1515,5532.210135
320.0,1660,5563.975008
292.0,1767,5597.224543
143.0,1587,5627.197049
167.0,1738,5659.968343
153.0,1508,5688.735584
330.0,2038,5727.142906
383.0,1857,5762.520953
64.0,1075,5782.733222
390.0,2331,5827.292507
58.0,1035,5846.992389
341.0,1952,5883.583137
362.0,2606,5933.441933
343.0,2176,5974.756201
173.0,1483,6002.698422
374.0,1780,6036.509385
429.0,2681,6087.363255
339.0,1619,6117.627621
326.0,2282,6160.738698
380.0,2122,6201.41392
395.0,2863,6255.516682
300.0,1965,6292.57646
321.0,1892,6328.620737
228.0,1560,6358.116354
164.0,1697,6390.362891
49.0,1114,6411.353456
82.0,1357,6436.768566
375.0,2216,6479.096573
397.0,2116,6518.972669
395.0,2198,6560.522588
188.0,921,6578.247626
390.0,2586,6627.204644
417.0,2788,6679.776214
199.0,1738,6712.823696
65.0,1303,6737.479485
424.0,2707,6788.374089
380.0,1994,6825.771444
381.0,2053,6864.371398
371.0,2573,6913.315056
410.0,2144,6954.11182
131.0,1495,6982.723599
301.0,2135,7022.705796
92.0,1345,7048.334294
356.0,2111,7088.416907
345.0,4413,7171.830017
351.0,2338,7215.906284
434.0,2586,7264.632571
380.0,2121,7305.032266
423.0,2746,7357.147731
336.0,2049,7395.638666
437.0,4252,7476.388462
420.0,3263,7537.942567
394.0,2232,7580.419745
441.0,3748,7650.80379
317.0,2069,7689.955291
417.0,3054,7747.694007
417.0,2519,7795.183761
362.0,2344,7839.605425
424.0,3462,7905.301213
417.0,2593,7954.273808
419.0,2149,7994.870483
79.0,1244,8018.661745
402.0,2802,8071.412443
413.0,2879,8125.749637
403.0,2270,8168.827003
428.0,2550,8217.343348
395.0,2207,8258.992347
406.0,2567,8307.44339
399.0,2681,8357.872071
416.0,3101,8416.953107
407.0,2192,8458.486006
403.0,2454,8505.157881
425.0,3142,8564.445484
378.0,1855,8599.827062
365.0,2400,8645.101607
414.0,2861,8699.598589
400.0,2129,8739.775292
371.0,1650,8771.158675
420.0,2437,8817.251385
396.0,2229,8858.930011
409.0,2234,8900.877393
252.0,1355,8926.43243
393.0,2479,8973.838454
349.0,2001,9011.619345
373.0,2128,9051.82629
383.0,2688,9103.003376
383.0,2516,9150.5216
410.0,2720,9201.827732
429.0,2395,9247.226216
395.0,2300,9290.490059
414.0,1924,9326.916317
340.0,1940,9363.44645
407.0,2416,9409.096815
420.0,3889,9482.176605
421.0,3096,9540.841381
828.0,4776,9630.865658
380.0,2521,9678.110698
250.0,1701,9710.11554
391.0,2153,9750.221106
344.0,2310,9793.809856
317.0,1706,9825.640982
423.0,3834,9897.626485
388.0,2324,9941.479903
428.0,2634,9991.266472
381.0,1773,10024.94135
378.0,2841,10078.849394
793.0,5943,10190.314977
396.0,2526,10238.499677
397.0,2316,10282.282445
428.0,3846,10354.165577
435.0,3179,10414.113458
414.0,5984,10527.66205
405.0,2307,10571.497397
396.0,5886,10682.71563
428.0,4040,10759.260946
362.0,2072,10798.478642
400.0,3786,10870.084536
400.0,2117,10910.141091
365.0,1855,10945.439186
423.0,4198,11024.937115
421.0,3464,11090.54533
293.0,1967,11127.490917
420.0,2574,11176.369405
106.0,1322,11201.327864
446.0,2856,11255.034351
424.0,2532,11303.489427
389.0,4109,11381.416767
428.0,2832,11435.042271
446.0,3250,11497.444252
458.0,3145,11557.552658
388.0,3009,11614.63712
428.0,4050,11691.492591
449.0,2647,11741.625938
392.0,2280,11784.440483
415.0,3156,11844.036002
428.0,3113,11902.958116
377.0,2341,11947.377881
361.0,3575,12014.656207
417.0,2892,12068.991625
424.0,5265,12168.266941
577.0,4956,12262.4086
413.0,3231,12323.946678
351.0,2001,12362.186643
395.0,2539,12410.319355
375.0,2105,12449.82963
423.0,4799,12540.5826
412.0,2262,12583.491382
427.0,2960,12639.837657
457.0,3742,12710.949111
428.0,4387,12794.090218
410.0,2359,12839.329688
369.0,2373,12884.829482
393.0,2661,12935.511729
424.0,2851,12989.647291
427.0,2946,13045.621474
301.0,1813,13080.443035
359.0,2846,13133.982866
417.0,2776,13186.619849
417.0,3349,13250.677215
404.0,2619,13300.197911
428.0,3180,13360.066598
431.0,2817,13413.970325
421.0,2455,13460.653457
421.0,2946,13516.4408
