#{"t_start": 1541001686.9874144, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,1329.110943
2.0,186,1333.091968
3.0,214,1338.036634
3.0,230,1342.86644
5.0,315,1350.015576
0.0,125,1352.587316
2.0,205,1357.030156
5.0,328,1364.072752
1.0,155,1367.412663
9.0,404,1376.423912
3.0,235,1381.554583
5.0,371,1389.614562
1.0,157,1393.120999
2.0,187,1396.90917
1.0,157,1400.138695
1.0,155,1403.242842
0.0,129,1406.081996
1.0,157,1409.239874
2.0,199,1413.26173
9.0,404,1422.117914
5.0,350,1429.702339
5.0,350,1437.427443
3.0,234,1442.654765
3.0,255,1447.907134
2.0,206,1452.363301
4.0,262,1458.010903
10.0,550,1470.241223
10.0,450,1480.39079
0.0,129,1482.992142
1.0,155,1486.30005
7.0,425,1495.504705
0.0,129,1498.097422
4.0,297,1504.264995
3.0,233,1509.357474
3.0,249,1514.771374
1.0,154,1518.161177
5.0,327,1525.183932
1.0,153,1528.483972
4.0,280,1534.483845
9.0,330,1541.647321
16.0,584,1554.370782
2.0,206,1558.589924
4.0,319,1565.457746
1.0,178,1569.072325
10.0,376,1577.143818
4.0,267,1582.80391
3.0,237,1587.720394
12.0,322,1594.332431
4.0,296,1600.619423
3.0,252,1605.974456
17.0,682,1620.482884
12.0,526,1631.55733
3.0,217,1635.877326
3.0,249,1641.009391
6.0,397,1649.147177
7.0,248,1654.437515
1.0,155,1657.555506
4.0,269,1663.418304
3.0,234,1668.073566
3.0,234,1673.079378
5.0,372,1680.745707
4.0,243,1685.835304
3.0,235,1690.695117
10.0,432,1699.515912
8.0,467,1709.364259
3.0,252,1714.308215
9.0,502,1724.776737
8.0,428,1733.878379
5.0,372,1741.655288
11.0,581,1753.781255
9.0,478,1763.853649
10.0,399,1772.217479
6.0,343,1779.041568
10.0,381,1787.407338
8.0,478,1797.391462
6.0,347,1804.534926
4.0,263,1809.79163
4.0,268,1815.377614
2.0,187,1819.049378
3.0,215,1823.313313
7.0,404,1831.786671
6.0,352,1838.949874
8.0,419,1847.670579
8.0,496,1857.802218
8.0,466,1867.344448
9.0,537,1878.471342
8.0,281,1883.947805
5.0,314,1890.393019
6.0,331,1896.836664
5.0,314,1903.321797
16.0,326,1910.257946
7.0,406,1918.317151
3.0,232,1923.133965
12.0,320,1929.542372
10.0,401,1937.805528
16.0,615,1950.19222
12.0,493,1960.119369
7.0,389,1968.073594
8.0,442,1976.978456
12.0,624,1989.868848
3.0,211,1994.128448
20.0,743,2009.309576
11.0,427,2017.851834
12.0,322,2024.383962
6.0,366,2031.560125
10.0,528,2042.105036
9.0,546,2053.286232
11.0,550,2064.349859
10.0,577,2076.237152
18.0,549,2087.38343
23.0,823,2103.79978
19.0,716,2118.481557
9.0,528,2128.97807
13.0,421,2137.268362
13.0,592,2149.299892
10.0,525,2159.660509
13.0,633,2171.957289
20.0,724,2186.417424
17.0,608,2198.646729
9.0,507,2208.709399
16.0,661,2222.114992
13.0,448,2230.902889
25.0,903,2248.844848
14.0,533,2259.568988
9.0,469,2268.831895
16.0,633,2281.538609
30.0,916,2299.50022
16.0,637,2312.309835
17.0,639,2324.72934
12.0,498,2334.697184
16.0,682,2348.138969
24.0,526,2358.388105
15.0,715,2372.334974
18.0,692,2385.710953
17.0,661,2398.712535
23.0,930,2417.156485
12.0,589,2428.661165
13.0,620,2440.784653
10.0,516,2451.088794
24.0,929,2469.38436
15.0,697,2482.774403
48.0,1263,2507.568665
18.0,707,2521.409453
20.0,640,2533.703075
40.0,927,2551.73326
38.0,1036,2571.881899
41.0,938,2590.267522
21.0,740,2604.512439
15.0,469,2613.419052
35.0,1035,2633.522563
23.0,496,2642.893049
23.0,741,2657.163454
25.0,764,2672.121592
23.0,825,2688.008894
29.0,895,2705.311982
36.0,1172,2728.304096
27.0,804,2744.033575
46.0,1266,2768.583533
35.0,835,2784.64009
63.0,1432,2812.797723
58.0,1506,2842.322364
61.0,1307,2867.738922
44.0,1096,2888.795134
32.0,977,2907.749039
19.0,522,2917.719655
36.0,923,2935.464846
49.0,1292,2960.435539
23.0,978,2979.383468
58.0,1183,3002.066203
50.0,1177,3024.914083
39.0,1064,3045.53167
62.0,1312,3070.756178
93.0,1596,3101.862683
60.0,1326,3127.328423
46.0,1188,3150.363719
68.0,1333,3175.886559
35.0,903,3193.225788
28.0,940,3211.38621
67.0,1339,3237.163274
65.0,1245,3261.282232
197.0,1218,3284.618672
101.0,1497,3313.445642
48.0,1096,3334.758304
63.0,1421,3362.010381
70.0,1658,3393.812304
33.0,1179,3416.361562
77.0,1473,3444.563428
59.0,1300,3469.472852
47.0,1057,3489.476278
91.0,1496,3518.328549
110.0,1637,3549.849518
71.0,1380,3576.016292
23.0,724,3589.866055
21.0,669,3603.041827
146.0,1541,3632.536926
67.0,1047,3652.578593
53.0,1474,3680.909522
53.0,1341,3706.827718
116.0,1470,3734.923242
67.0,1496,3763.376427
50.0,1160,3785.650826
95.0,1698,3818.60774
110.0,1589,3849.401555
59.0,1244,3873.287733
32.0,924,3891.115691
66.0,1073,3911.641732
95.0,1426,3939.206133
49.0,851,3955.437599
100.0,1486,3983.781803
60.0,1110,4005.233443
95.0,1455,4032.945414
151.0,1656,4065.038133
68.0,1525,4094.15446
81.0,1409,4121.198677
151.0,1772,4155.185419
71.0,1108,4176.191518
307.0,1563,4206.063145
78.0,1380,4232.409521
18.0,541,4242.994173
184.0,1626,4274.04536
274.0,2020,4313.226478
25.0,742,4327.892863
0.0,129,4330.733565
17.0,668,4343.565494
58.0,1066,4364.007601
200.0,1877,4400.026586
64.0,1433,4427.656928
78.0,1286,4452.653809
60.0,842,4468.957409
99.0,1476,4497.269819
85.0,1501,4525.997406
48.0,929,4543.593848
85.0,1247,4567.484292
116.0,1440,4594.944166
150.0,1842,4630.402122
100.0,1595,4660.746931
66.0,1081,4681.233344
105.0,1474,4709.586243
66.0,1184,4732.795623
179.0,1811,4767.243302
253.0,1947,4804.647257
226.0,1978,4842.034539
194.0,1194,4864.71441
289.0,1913,4901.384462
98.0,1526,4930.466593
98.0,1456,4957.959369
245.0,1832,4992.949333
171.0,1881,5028.670174
98.0,1407,5055.378981
299.0,1741,5088.488219
70.0,1157,5111.411271
90.0,965,5129.578932
129.0,1713,5161.984115
186.0,1710,5194.660762
216.0,1484,5222.594912
2.0,184,5226.485477
42.0,1065,5247.092234
285.0,1932,5284.121511
206.0,1572,5314.370183
350.0,1882,5350.283551
370.0,1819,5384.507966
309.0,1889,5420.712717
97.0,1440,5448.036355
139.0,1496,5476.479768
375.0,1961,5513.8105
153.0,1480,5541.912424
396.0,1520,5570.736711
249.0,1753,5603.7153
370.0,2160,5644.048453
383.0,2271,5687.798922
54.0,912,5705.009728
384.0,1386,5730.902763
157.0,1471,5758.821807
302.0,1907,5795.079625
351.0,2116,5835.210747
166.0,1671,5867.103501
394.0,2071,5906.314158
131.0,1691,5938.415596
346.0,2036,5977.23145
336.0,2184,6018.772131
336.0,2282,6061.81957
243.0,2035,6100.139056
295.0,1614,6130.536338
301.0,1904,6166.685335
324.0,3030,6224.580091
364.0,2190,6265.543455
302.0,1804,6299.978041
360.0,1789,6334.053426
336.0,1880,6369.4404
361.0,2682,6420.568428
379.0,2553,6469.0072
368.0,1821,6503.199337
363.0,2497,6550.480636
253.0,1813,6585.329185
372.0,2102,6625.122281
348.0,1919,6661.018053
177.0,1598,6691.349646
369.0,1965,6728.778428
322.0,2166,6769.345551
376.0,2195,6810.752611
379.0,2014,6848.616521
390.0,2261,6891.559039
380.0,1702,6923.543079
351.0,2150,6964.550487
417.0,2636,7014.414329
362.0,1749,7047.378206
410.0,2917,7102.833157
390.0,2618,7152.063221
337.0,2745,7204.176325
386.0,2100,7243.620548
369.0,2043,7282.205541
400.0,3075,7340.778718
62.0,1016,7359.932334
352.0,1651,7391.135445
381.0,2059,7430.18678
426.0,2362,7474.49978
371.0,2421,7520.03188
290.0,2372,7565.106169
301.0,2192,7606.627196
370.0,2062,7644.964065
316.0,2054,7683.884566
408.0,3027,7741.106086
371.0,2275,7784.085165
424.0,2510,7831.554195
361.0,2211,7873.277951
384.0,2030,7911.614782
406.0,2432,7957.727825
388.0,2185,7999.218375
421.0,2530,8047.144496
428.0,3138,8106.221345
402.0,2560,8154.963547
381.0,2321,8198.893308
37.0,890,8215.375508
417.0,2486,8262.544661
383.0,2303,8306.096418
425.0,3042,8363.293422
409.0,2720,8414.86074
318.0,1786,8448.999435
346.0,1786,8482.755741
416.0,2452,8529.357487
737.0,4380,8612.538461
376.0,2368,8657.283301
428.0,2682,8708.357426
406.0,2983,8764.881228
438.0,3653,8833.845505
371.0,2704,8884.57297
368.0,2686,8935.601831
385.0,2249,8978.42921
391.0,2313,9022.280087
425.0,3576,9090.140521
113.0,1133,9111.378278
356.0,2164,9152.370162
418.0,1862,9187.190634
397.0,2702,9238.549527
369.0,2126,9278.733259
428.0,3560,9346.035811
425.0,3318,9408.846852
849.0,5782,9517.988983
404.0,2087,9557.254917
565.0,3773,9628.416326
428.0,2948,9683.880224
428.0,2098,9722.953052
425.0,3879,9796.395344
417.0,3055,9853.313247
413.0,2476,9899.955517
420.0,2318,9943.444582
422.0,2455,9989.919008
421.0,3120,10049.080767
393.0,2875,10103.636503
414.0,2769,10155.726359
407.0,2399,10200.215863
433.0,2788,10253.715883
428.0,2970,10309.307651
381.0,2452,10354.938461
412.0,3501,10421.1965
425.0,2525,10468.712037
435.0,2720,10520.13214
424.0,3543,10587.552662
425.0,2800,10640.910999
414.0,2376,10685.086611
364.0,2240,10727.58864
341.0,2128,10767.639143
355.0,2131,10807.800168
421.0,2700,10858.876676
417.0,2959,10915.14448
413.0,3266,10977.04201
392.0,2122,11017.055784
327.0,3517,11083.606759
406.0,2042,11121.834342
421.0,2205,11163.957788
418.0,2804,11216.740159
432.0,2739,11268.947727
427.0,3019,11326.388989
456.0,3777,11397.677752
377.0,2334,11442.31803
251.0,1757,11475.887261
285.0,1907,11512.109817
378.0,2337,11556.783751
686.0,3484,11623.028242
414.0,2747,11674.974639
417.0,2745,11726.99946
289.0,1902,11762.585451
428.0,2758,11814.694299
405.0,3064,11872.727416
332.0,1784,11906.497948
428.0,2848,11959.900474
419.0,2334,12004.179238
397.0,2499,12051.169913
402.0,3009,12107.830199
421.0,4154,12186.125165
411.0,2638,12236.291547
433.0,3069,12294.537706
330.0,2445,12340.703972
426.0,2213,12383.088161
493.0,4621,12470.244789
401.0,2788,12522.989094
436.0,3025,12580.472644
390.0,2580,12629.348123
415.0,2205,12671.243536
371.0,2391,12716.734677
517.0,3715,12786.933844
428.0,2715,12838.947997
326.0,2122,12879.546191
410.0,2907,12935.033229
410.0,3041,12993.239928
428.0,3366,13057.20631
421.0,4388,13139.953011
400.0,2185,13181.744312
479.0,4792,13273.267259
408.0,2765,13325.386419
393.0,1902,13361.056834
303.0,2347,13405.718868
426.0,2151,13446.385308
432.0,3073,13504.524249
