#{"t_start": 1541001686.7214148, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,448.596233
0.0,129,451.191481
0.0,127,453.78841
0.0,129,456.464151
1.0,176,460.402233
4.0,299,467.239073
0.0,129,469.949318
0.0,127,472.764611
4.0,299,479.408744
1.0,176,483.098538
3.0,248,488.849166
5.0,350,496.798354
5.0,352,504.415236
2.0,225,509.407171
0.0,127,511.996492
0.0,129,514.802685
1.0,174,518.49032
0.0,123,521.205656
4.0,318,528.212585
10.0,435,538.358098
0.0,129,541.098622
10.0,455,551.516017
0.0,129,554.189367
0.0,127,557.038788
0.0,127,559.62684
9.0,405,569.018333
5.0,326,575.96594
7.0,324,583.282612
5.0,350,591.252443
0.0,125,593.867722
0.0,127,596.522577
4.0,297,603.385676
2.0,200,607.652226
6.0,401,616.691326
1.0,173,620.382381
3.0,228,625.71604
0.0,129,628.297067
0.0,129,631.079083
0.0,125,633.676984
10.0,451,643.814668
0.0,127,646.546587
0.0,127,649.318533
5.0,375,657.618244
10.0,451,667.671718
0.0,127,670.401795
4.0,297,677.395414
0.0,129,680.093705
1.0,153,683.256472
5.0,350,691.080443
8.0,479,702.051711
5.0,350,709.895149
3.0,228,714.74426
0.0,127,717.284066
0.0,129,719.988256
5.0,350,727.717769
0.0,125,730.319249
9.0,404,739.199434
5.0,350,747.188814
0.0,125,749.746031
0.0,129,752.387629
10.0,434,761.963472
6.0,396,770.894299
0.0,127,773.59084
5.0,350,781.552166
2.0,198,785.766418
0.0,127,788.420984
0.0,125,791.15883
0.0,127,793.65234
4.0,299,800.133997
0.0,129,803.124924
6.0,380,811.91181
0.0,127,814.893134
2.0,202,819.308946
2.0,200,823.57445
0.0,129,826.465671
0.0,127,829.014838
0.0,129,831.623965
5.0,329,839.082941
0.0,127,841.832646
2.0,202,846.150547
0.0,127,849.073538
2.0,200,853.171365
2.0,202,857.483428
8.0,352,865.492615
1.0,157,868.638687
1.0,175,872.480349
3.0,246,877.669636
0.0,129,880.22868
0.0,127,883.142387
1.0,171,886.602996
2.0,204,891.049397
0.0,125,893.529202
1.0,173,897.466485
0.0,127,900.158387
1.0,176,903.801765
2.0,200,908.192439
0.0,127,910.80726
1.0,157,914.086475
6.0,397,923.04894
9.0,404,932.087519
2.0,220,937.041636
0.0,127,939.750064
0.0,127,942.561811
1.0,157,945.754875
5.0,350,953.693228
5.0,350,961.336368
3.0,269,967.258229
5.0,350,974.922995
5.0,329,982.373063
0.0,129,985.03713
0.0,125,987.56463
4.0,297,994.268415
0.0,127,996.894173
5.0,297,1003.638476
2.0,202,1008.114498
3.0,232,1013.217955
2.0,205,1017.580189
3.0,272,1023.619831
0.0,127,1026.240784
5.0,350,1034.031715
2.0,187,1038.092464
4.0,299,1044.401341
6.0,422,1053.744032
2.0,201,1058.039612
1.0,157,1061.457498
2.0,183,1065.236397
6.0,381,1073.837083
0.0,129,1076.527146
0.0,129,1079.154692
1.0,157,1082.45017
3.0,248,1087.873014
2.0,203,1092.477032
3.0,254,1097.88039
3.0,270,1103.918035
7.0,411,1112.841759
4.0,319,1120.020241
5.0,350,1128.107204
1.0,176,1131.855722
2.0,185,1135.749305
3.0,272,1141.664469
2.0,202,1145.888061
2.0,185,1149.843973
1.0,153,1153.334354
1.0,153,1156.53669
0.0,129,1159.123497
1.0,157,1162.41891
10.0,434,1172.100175
6.0,354,1179.935323
0.0,125,1182.529414
3.0,236,1187.555057
0.0,125,1190.102298
3.0,217,1194.716096
5.0,372,1203.058443
5.0,352,1211.009808
0.0,129,1213.621014
4.0,267,1219.683006
1.0,153,1222.905166
1.0,155,1226.141506
0.0,129,1228.783983
3.0,270,1234.760809
5.0,346,1242.229191
0.0,127,1244.982119
5.0,329,1252.100615
2.0,224,1256.893309
5.0,348,1264.365376
5.0,346,1272.116902
4.0,321,1279.216419
0.0,129,1281.861969
0.0,129,1284.511921
0.0,127,1287.01542
1.0,152,1290.453691
0.0,129,1293.087696
4.0,322,1300.161687
0.0,129,1303.106129
4.0,297,1309.47792
2.0,183,1313.568913
3.0,273,1319.286438
0.0,129,1321.967407
6.0,354,1329.853195
5.0,350,1337.893702
2.0,186,1341.679326
1.0,157,1345.076081
2.0,224,1350.115079
5.0,333,1357.471921
5.0,350,1365.151103
1.0,157,1368.581937
0.0,129,1371.338455
2.0,198,1375.438933
1.0,176,1378.929735
9.0,404,1388.034479
10.0,452,1397.988295
3.0,216,1402.473189
0.0,129,1405.341316
5.0,372,1413.219502
2.0,186,1417.24137
0.0,127,1419.740638
4.0,299,1426.141715
3.0,232,1431.071436
6.0,328,1438.561575
3.0,230,1443.447359
0.0,129,1445.998073
7.0,248,1451.28836
2.0,206,1455.533822
0.0,129,1458.194294
5.0,317,1465.292025
1.0,154,1468.36589
3.0,219,1473.221055
3.0,253,1478.664805
1.0,176,1482.376014
0.0,129,1485.16801
2.0,186,1488.869873
4.0,297,1495.042879
9.0,404,1503.872347
1.0,176,1507.713973
5.0,344,1515.178555
3.0,216,1519.937541
0.0,125,1522.436171
1.0,155,1525.673419
0.0,127,1528.298717
1.0,173,1532.063469
3.0,232,1536.826699
0.0,127,1539.321785
3.0,233,1544.267553
2.0,205,1548.456745
5.0,314,1555.280985
9.0,404,1564.065489
2.0,185,1567.859444
2.0,202,1571.975927
8.0,432,1581.332805
0.0,127,1583.803419
14.0,469,1593.633128
3.0,216,1598.347264
4.0,246,1603.336503
9.0,425,1612.452947
15.0,624,1625.464097
2.0,203,1629.672427
5.0,308,1635.99038
5.0,330,1642.894712
2.0,192,1646.662968
7.0,403,1655.26337
11.0,271,1660.804605
8.0,297,1667.250136
8.0,297,1673.594138
8.0,424,1682.382623
1.0,155,1685.556337
7.0,334,1692.461222
7.0,385,1700.373318
4.0,296,1706.480472
8.0,448,1715.602099
11.0,450,1725.042737
6.0,325,1731.869263
1.0,177,1735.421434
3.0,253,1740.682334
5.0,328,1747.162843
3.0,234,1752.083077
5.0,330,1758.748322
7.0,394,1767.001323
15.0,464,1776.716501
1.0,176,1780.30965
3.0,230,1785.104138
12.0,302,1791.334497
3.0,270,1796.88208
5.0,293,1802.983037
12.0,499,1813.190396
3.0,253,1818.432495
6.0,338,1825.597514
5.0,330,1832.273694
11.0,544,1843.550617
9.0,330,1850.285011
8.0,482,1860.053609
6.0,356,1867.364696
3.0,232,1871.816079
9.0,403,1880.221585
12.0,504,1890.544667
13.0,521,1901.109666
7.0,400,1909.710177
16.0,636,1922.792348
10.0,536,1933.966658
7.0,449,1943.097541
7.0,390,1950.712451
12.0,578,1962.599493
12.0,511,1973.095558
4.0,301,1978.967226
7.0,446,1988.059573
12.0,477,1997.791306
14.0,572,2009.409585
24.0,675,2023.068722
10.0,491,2033.05323
18.0,531,2043.675819
13.0,551,2054.938518
18.0,635,2067.955866
25.0,735,2082.812742
15.0,697,2096.87763
12.0,498,2106.836982
14.0,669,2120.464502
15.0,665,2133.877994
14.0,544,2144.778061
14.0,527,2155.225427
22.0,821,2171.343862
21.0,717,2185.691535
8.0,469,2194.986269
16.0,567,2206.503268
26.0,748,2221.534591
24.0,700,2235.504961
20.0,798,2251.452121
21.0,792,2267.284717
16.0,641,2279.928255
11.0,532,2290.325803
18.0,667,2303.637811
8.0,497,2313.49054
24.0,795,2329.116986
35.0,1021,2349.448771
24.0,836,2365.885579
19.0,779,2381.042091
12.0,575,2392.527074
14.0,608,2404.386337
19.0,549,2415.032598
13.0,606,2426.840986
33.0,1122,2449.253539
40.0,1093,2470.862519
35.0,957,2489.37816
13.0,643,2501.949868
18.0,663,2514.846062
13.0,610,2526.58093
14.0,557,2537.282426
25.0,830,2553.450599
58.0,1307,2578.890935
25.0,1086,2599.987819
17.0,721,2614.125596
40.0,1071,2634.772396
52.0,1137,2656.797613
33.0,940,2675.137866
15.0,648,2687.648906
38.0,1031,2707.558487
34.0,652,2720.384797
32.0,824,2736.358475
18.0,480,2745.638742
22.0,775,2760.585481
18.0,715,2774.223398
14.0,514,2784.102119
50.0,866,2801.165453
30.0,868,2818.220648
26.0,859,2834.633757
24.0,741,2849.118208
37.0,1106,2870.366978
46.0,1380,2897.177642
20.0,803,2912.499254
93.0,1577,2943.191469
52.0,1366,2969.608454
43.0,1069,2990.298399
33.0,959,3008.762093
72.0,1299,3033.940557
50.0,1250,3058.090533
47.0,1070,3078.617967
41.0,874,3095.600928
80.0,1533,3125.105252
24.0,958,3143.549231
39.0,889,3160.709411
115.0,1689,3193.200147
25.0,635,3205.35845
33.0,884,3222.185187
38.0,709,3235.883246
53.0,892,3252.931205
12.0,510,3262.802567
59.0,1283,3287.5797
54.0,964,3306.233384
64.0,1427,3333.629487
91.0,1457,3361.516071
71.0,1546,3390.983722
75.0,1554,3420.841342
108.0,1581,3451.121493
47.0,822,3467.003318
65.0,1380,3493.378831
60.0,1108,3514.627797
69.0,1179,3537.149157
43.0,1300,3562.001376
27.0,828,3577.838752
51.0,1174,3600.301898
49.0,1059,3620.932929
87.0,1718,3653.846757
143.0,1470,3682.14567
63.0,1432,3709.706984
76.0,1366,3735.856965
96.0,1376,3762.025552
55.0,1158,3784.198098
42.0,832,3800.053414
100.0,1530,3829.999494
77.0,1692,3862.529219
140.0,1618,3893.9445
47.0,1178,3916.391022
66.0,1341,3942.411129
69.0,1394,3969.143943
120.0,1701,4001.676525
135.0,1657,4033.487742
142.0,1650,4065.440068
181.0,1682,4097.551483
89.0,1533,4126.827875
58.0,1095,4147.911437
115.0,1666,4179.902101
103.0,1378,4206.002446
117.0,1632,4237.479493
104.0,1310,4262.650711
69.0,987,4281.513018
86.0,1468,4309.868629
36.0,918,4327.905418
22.0,768,4343.222355
57.0,1328,4368.925517
72.0,1179,4391.370538
277.0,1528,4420.749536
211.0,1536,4450.378211
46.0,948,4468.96155
102.0,1628,4500.211419
67.0,1274,4524.661252
111.0,1475,4552.726826
63.0,1372,4579.172104
165.0,1199,4601.960056
383.0,1414,4629.068646
352.0,2251,4671.958777
150.0,1428,4699.234622
18.0,756,4714.720108
146.0,1939,4751.436768
179.0,1525,4780.470613
150.0,1692,4812.670949
98.0,1671,4844.334244
153.0,1730,4877.63996
239.0,1399,4904.078902
142.0,1524,4933.068281
106.0,1204,4955.878014
338.0,2083,4995.700229
61.0,1015,5014.965425
258.0,1596,5045.167435
367.0,2110,5085.016028
151.0,1229,5108.855716
0.0,127,5111.828853
281.0,2009,5149.836343
153.0,1684,5181.786114
322.0,1696,5214.199197
20.0,668,5227.242463
5.0,284,5232.786255
297.0,1883,5268.736214
170.0,1584,5299.065236
131.0,1766,5332.87457
215.0,2105,5372.948195
387.0,2132,5413.470242
349.0,2098,5453.445456
369.0,1905,5489.566927
338.0,2195,5531.452701
172.0,1650,5562.989902
294.0,1706,5595.198857
319.0,1945,5631.765042
160.0,1516,5660.434854
359.0,1925,5697.19643
222.0,2167,5738.243896
286.0,1652,5769.401005
385.0,1628,5800.49438
329.0,1920,5836.701948
355.0,1930,5873.39911
361.0,2140,5914.141537
361.0,1953,5951.024516
353.0,1995,5989.000078
293.0,2606,6038.862571
359.0,1989,6076.419238
368.0,1858,6111.070698
358.0,1951,6147.946319
400.0,2118,6188.353514
318.0,1910,6224.720871
376.0,2668,6274.979201
249.0,1430,6302.121035
425.0,3285,6364.661677
156.0,1676,6396.337056
325.0,1874,6431.810491
431.0,2631,6481.879782
347.0,2260,6524.712562
311.0,1839,6559.21617
204.0,1540,6588.716978
388.0,2166,6629.803644
327.0,1967,6666.5507
392.0,2273,6709.999843
192.0,1727,6742.504846
339.0,2228,6784.523587
400.0,1936,6820.859219
313.0,1655,6851.879342
375.0,1893,6887.838651
321.0,1682,6919.611818
403.0,2141,6960.095015
358.0,2382,7005.425682
409.0,2574,7054.267071
394.0,2483,7101.265434
436.0,2524,7148.699117
354.0,1982,7186.244781
336.0,1738,7219.001934
401.0,1839,7253.579207
358.0,2281,7296.909157
402.0,2422,7342.789241
420.0,2467,7389.380582
370.0,2271,7432.593123
403.0,3162,7492.269279
404.0,2320,7535.968186
336.0,1994,7573.817642
355.0,2009,7611.899831
418.0,2145,7651.792583
406.0,1562,7681.291408
495.0,3063,7739.205775
416.0,2504,7786.479447
404.0,2150,7826.981237
402.0,2235,7869.48377
332.0,1956,7906.465252
754.0,3984,7982.0815
376.0,1646,8013.177264
412.0,2921,8068.388673
386.0,2090,8107.66828
304.0,1726,8140.169231
419.0,4222,8220.59446
432.0,2888,8275.251693
332.0,1910,8311.206136
378.0,2324,8354.952144
424.0,2729,8406.349724
87.0,865,8422.949622
391.0,2644,8473.283735
378.0,2192,8514.945943
390.0,2007,8552.694756
413.0,3037,8610.504601
117.0,1432,8637.538516
428.0,2784,8690.286227
381.0,1952,8727.295722
424.0,3110,8786.312177
431.0,3771,8857.393432
408.0,1889,8892.616528
368.0,2047,8931.610722
409.0,2433,8977.812425
383.0,1888,9013.467536
379.0,2364,9058.388742
372.0,2348,9102.619827
409.0,1716,9135.253429
421.0,2658,9185.252832
425.0,3850,9258.461445
395.0,2326,9302.283208
424.0,2879,9356.637786
430.0,2633,9406.319337
409.0,2540,9453.617262
402.0,2337,9498.273611
373.0,1971,9535.3471
375.0,5421,9637.547991
385.0,2342,9681.83738
412.0,2402,9726.420282
424.0,2423,9772.199477
435.0,3045,9829.175111
422.0,2213,9870.861781
420.0,2075,9909.813831
420.0,2735,9961.232033
436.0,2529,10009.276837
406.0,2046,10047.918748
428.0,2657,10098.508382
365.0,3208,10158.626496
425.0,2826,10211.726304
413.0,2457,10258.39528
520.0,4017,10333.341125
425.0,2881,10387.531514
421.0,3080,10445.6767
420.0,2849,10499.661587
292.0,1759,10532.960361
432.0,2547,10581.481136
424.0,2886,10636.174076
418.0,2533,10683.517001
416.0,2982,10739.996577
386.0,2376,10785.047857
355.0,2039,10823.416038
405.0,2366,10868.128053
417.0,2519,10915.953838
417.0,2428,10962.24419
403.0,2596,11011.174
389.0,2643,11061.163657
415.0,3502,11127.122438
383.0,1991,11164.982413
414.0,2659,11215.031578
428.0,3643,11284.42652
427.0,2599,11333.801158
433.0,2672,11384.276268
786.0,4616,11472.259156
856.0,7126,11608.547169
424.0,2448,11655.321121
369.0,1820,11689.465319
413.0,2455,11736.05136
416.0,2266,11778.265816
390.0,2240,11820.765915
90.0,1390,11846.765031
367.0,1918,11882.9807
351.0,2061,11922.049291
495.0,3612,11990.354155
318.0,1562,12019.597826
396.0,2694,12070.071392
433.0,3071,12127.817301
424.0,3120,12186.842456
372.0,2046,12225.463344
419.0,2344,12270.088372
411.0,2562,12318.316617
378.0,3279,12381.228069
435.0,2670,12431.43661
393.0,2536,12479.254457
434.0,3408,12543.635102
408.0,2769,12595.987471
353.0,2132,12636.978965
384.0,2462,12683.387936
413.0,3094,12742.767813
427.0,2892,12796.872338
377.0,2426,12843.491417
425.0,3573,12911.58097
428.0,3424,12977.147672
418.0,3243,13039.180289
400.0,2450,13085.641407
403.0,2465,13131.776762
424.0,2877,13186.596115
432.0,2930,13242.45074
810.0,4253,13322.908491
390.0,2294,13366.651636
327.0,1789,13400.637744
366.0,2555,13449.165724
