#{"t_start": 1541001687.1008458, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,763.00693
9.0,401,772.048831
2.0,202,776.456902
2.0,202,780.979139
9.0,404,790.202578
2.0,198,794.341113
2.0,202,798.531494
1.0,177,802.658501
4.0,297,809.421998
5.0,350,817.732349
3.0,271,823.701334
0.0,129,826.506247
0.0,127,829.105194
0.0,129,831.689501
0.0,129,834.275524
9.0,404,843.685049
1.0,153,846.910217
13.0,456,857.173644
0.0,129,860.121235
0.0,129,862.726682
2.0,200,866.932878
4.0,302,873.444757
4.0,289,879.67873
1.0,155,883.217349
5.0,328,890.373956
2.0,198,894.892222
5.0,329,902.149453
2.0,204,906.5769
0.0,125,909.098272
10.0,452,919.353889
4.0,297,925.815454
0.0,129,928.456306
1.0,173,932.292217
0.0,129,935.08574
0.0,127,937.712779
2.0,202,942.317088
2.0,198,946.479623
0.0,127,949.134026
4.0,297,955.733525
2.0,200,959.918535
5.0,350,967.824358
0.0,129,970.507426
6.0,397,979.362569
2.0,202,983.689081
2.0,202,988.196421
6.0,398,997.07986
1.0,157,1000.557604
1.0,173,1004.303045
1.0,155,1007.634337
0.0,127,1010.131717
0.0,129,1012.965795
4.0,299,1019.470876
2.0,223,1024.362232
1.0,173,1028.035862
4.0,297,1034.86809
1.0,157,1038.056294
5.0,326,1044.923761
5.0,352,1052.64584
2.0,202,1057.074745
6.0,401,1065.969061
1.0,171,1069.65932
2.0,187,1073.683432
0.0,127,1076.341373
4.0,280,1082.456634
2.0,224,1087.273182
2.0,201,1091.596528
2.0,220,1096.483119
6.0,327,1103.864498
2.0,187,1107.625108
0.0,129,1110.283657
5.0,348,1118.096969
1.0,157,1121.440909
1.0,175,1125.200906
1.0,155,1128.644444
3.0,214,1133.291182
3.0,234,1138.446439
1.0,173,1141.949252
3.0,230,1146.919494
1.0,177,1150.933514
2.0,187,1154.919512
3.0,230,1159.74828
0.0,129,1162.438881
0.0,127,1165.152874
1.0,155,1168.359279
0.0,129,1170.972252
0.0,127,1173.74397
0.0,127,1176.264082
0.0,129,1178.865497
11.0,483,1189.553234
1.0,153,1192.698388
1.0,174,1196.622886
3.0,257,1202.071988
8.0,372,1210.483742
0.0,127,1213.049572
5.0,347,1220.933293
1.0,155,1224.169415
4.0,276,1230.211606
4.0,321,1237.372707
3.0,249,1242.861184
11.0,485,1253.420074
3.0,235,1258.445937
9.0,404,1267.391793
1.0,153,1270.558422
1.0,155,1273.768099
2.0,185,1277.803049
1.0,176,1281.571206
1.0,153,1284.792021
1.0,154,1287.961102
5.0,293,1294.535817
0.0,129,1297.276237
9.0,403,1306.255952
3.0,214,1310.835268
7.0,250,1316.362252
6.0,400,1325.446558
0.0,123,1327.866837
0.0,129,1330.404602
0.0,129,1333.094451
4.0,282,1339.467852
0.0,127,1342.010749
0.0,129,1344.737141
10.0,451,1355.01581
0.0,129,1357.617001
3.0,216,1362.248881
4.0,244,1367.62894
0.0,127,1370.406394
0.0,129,1372.942465
0.0,127,1375.457016
2.0,221,1379.990558
0.0,129,1382.818192
9.0,404,1391.643875
6.0,323,1398.686336
2.0,183,1402.542309
9.0,403,1411.407205
1.0,155,1414.507704
0.0,129,1417.262665
5.0,350,1424.774837
3.0,266,1430.422386
2.0,199,1434.709961
0.0,129,1437.355117
1.0,152,1440.695743
3.0,231,1445.553829
9.0,404,1454.280706
4.0,282,1460.499883
2.0,183,1464.476361
6.0,418,1473.762945
7.0,410,1482.756389
2.0,205,1487.216349
3.0,230,1491.933098
3.0,246,1497.243076
7.0,417,1506.366134
6.0,363,1514.157601
5.0,294,1520.789027
1.0,155,1523.934498
2.0,222,1528.819473
3.0,216,1533.441373
5.0,276,1539.204407
6.0,392,1547.625571
5.0,331,1554.823251
11.0,457,1564.724643
10.0,533,1576.227141
6.0,309,1582.832319
6.0,400,1591.225418
4.0,322,1598.180205
3.0,217,1602.511822
1.0,157,1605.728697
10.0,458,1615.450561
4.0,319,1621.945288
0.0,129,1624.408996
5.0,326,1631.216832
11.0,452,1640.668659
11.0,422,1649.421174
4.0,304,1655.947014
4.0,244,1660.963144
5.0,372,1668.908921
5.0,305,1675.425082
7.0,408,1684.056659
1.0,157,1687.151887
6.0,376,1695.05366
5.0,357,1702.261993
6.0,383,1710.221325
13.0,373,1717.96399
7.0,426,1726.868393
11.0,442,1735.985854
15.0,640,1749.604736
11.0,271,1755.118202
4.0,300,1761.300756
5.0,372,1768.875062
6.0,357,1776.249886
4.0,263,1781.964872
6.0,357,1789.409144
3.0,235,1794.243798
14.0,349,1801.278575
5.0,329,1808.038532
9.0,506,1818.652227
4.0,281,1824.644623
14.0,363,1831.98484
5.0,369,1839.530942
11.0,271,1844.983014
12.0,530,1856.016942
11.0,480,1865.561495
8.0,440,1874.628616
7.0,353,1881.901742
7.0,388,1889.855622
11.0,476,1899.449969
8.0,295,1905.419747
12.0,501,1915.852933
2.0,186,1919.822281
7.0,411,1928.062106
8.0,295,1934.214484
9.0,346,1941.216498
15.0,509,1951.52098
18.0,557,1962.697976
16.0,693,1976.736441
12.0,503,1987.154563
9.0,460,1996.522449
12.0,321,2002.777076
14.0,595,2015.156127
10.0,503,2025.260273
22.0,762,2040.581705
11.0,485,2050.474127
16.0,588,2062.316375
18.0,600,2074.549103
12.0,511,2084.796092
18.0,563,2096.170838
7.0,430,2104.688603
14.0,368,2112.145602
33.0,894,2130.203689
4.0,268,2135.410361
15.0,535,2146.245782
6.0,326,2152.584585
23.0,535,2163.047698
22.0,700,2176.726187
9.0,467,2186.070547
17.0,684,2200.095652
9.0,460,2209.00084
16.0,571,2220.528251
10.0,536,2231.161434
14.0,649,2243.978073
22.0,669,2257.343967
28.0,856,2274.60669
25.0,820,2290.966745
38.0,1032,2311.446162
11.0,595,2323.08233
19.0,686,2336.744643
12.0,560,2347.770444
19.0,614,2359.676546
19.0,615,2371.743286
28.0,930,2389.827103
21.0,930,2408.291607
17.0,494,2418.036115
20.0,753,2432.85708
20.0,391,2440.285834
16.0,453,2449.318092
33.0,966,2468.329087
32.0,1043,2488.530044
25.0,708,2502.374892
14.0,657,2515.271986
46.0,1123,2537.083999
38.0,1105,2558.573535
32.0,670,2571.571722
47.0,1016,2591.571839
18.0,680,2604.604518
23.0,844,2620.999029
28.0,868,2637.456965
20.0,706,2651.222145
17.0,785,2666.351666
23.0,734,2680.623742
22.0,656,2693.377838
40.0,1242,2717.36515
41.0,1083,2738.83892
34.0,1036,2758.835129
55.0,1217,2782.410056
23.0,637,2794.726304
40.0,1015,2814.676495
18.0,530,2824.872898
54.0,1216,2848.645159
35.0,949,2866.959592
42.0,1117,2888.418015
63.0,1532,2918.276348
41.0,944,2936.442481
18.0,671,2949.31234
48.0,1243,2973.248542
27.0,924,2991.111089
77.0,1485,3019.823788
37.0,955,3038.264908
55.0,1351,3064.514297
87.0,1632,3096.103291
54.0,1376,3122.598543
76.0,1695,3155.330335
62.0,1379,3181.987732
74.0,1431,3209.747681
55.0,1130,3231.405753
67.0,1366,3257.826068
41.0,905,3275.030626
75.0,1423,3302.655349
58.0,1263,3327.127887
39.0,1140,3348.925528
43.0,1126,3370.383301
60.0,1218,3393.779952
27.0,757,3407.998138
51.0,1081,3428.63793
70.0,1508,3457.640733
28.0,614,3469.300271
59.0,1090,3490.12564
33.0,969,3508.423265
82.0,1631,3540.179265
107.0,1623,3570.968134
24.0,862,3587.419199
35.0,1095,3608.931033
26.0,923,3626.438344
51.0,1157,3648.673433
54.0,1058,3668.94001
53.0,1196,3691.851209
104.0,1658,3723.650707
158.0,1663,3755.600669
193.0,1786,3789.63881
47.0,1104,3811.136769
43.0,911,3828.542025
89.0,1474,3856.971398
60.0,1324,3882.527911
130.0,1691,3915.167731
30.0,971,3933.823206
84.0,961,3952.304378
258.0,1495,3981.011575
91.0,1550,4010.707038
65.0,1295,4035.778794
152.0,1610,4066.625778
47.0,977,4085.070769
64.0,1375,4111.629532
83.0,1347,4137.122716
140.0,1834,4172.409992
95.0,1232,4195.901095
102.0,1194,4218.823458
197.0,1242,4242.6566
87.0,1485,4271.172043
334.0,1978,4309.358023
38.0,940,4327.979506
0.0,129,4330.816139
19.0,682,4343.908144
51.0,1260,4368.077028
214.0,1497,4396.782222
120.0,1468,4425.053979
346.0,1994,4463.70636
3.0,276,4469.168793
44.0,998,4488.058112
97.0,1384,4514.605676
115.0,1457,4542.450748
134.0,1546,4572.198667
60.0,1252,4595.923724
124.0,1507,4624.735596
272.0,1848,4660.139022
276.0,1622,4691.040638
77.0,1438,4719.428399
115.0,1254,4743.281313
116.0,1440,4770.548909
139.0,1692,4803.049071
224.0,1371,4828.874063
70.0,1125,4850.375524
88.0,1342,4875.663801
90.0,1348,4901.480761
322.0,1368,4927.479793
167.0,1630,4958.371665
91.0,1238,4981.680544
97.0,1377,5008.036252
158.0,1559,5037.413317
102.0,1319,5062.680731
246.0,2015,5100.886002
11.0,504,5111.487694
280.0,1812,5145.557312
348.0,1992,5183.581435
145.0,1619,5214.490793
17.0,613,5226.370335
4.0,271,5231.756403
366.0,2159,5273.214836
337.0,1968,5311.027884
233.0,1964,5348.169502
101.0,1451,5375.776138
271.0,1642,5407.107611
133.0,1594,5437.34627
262.0,1706,5469.717569
220.0,1889,5505.693406
260.0,1552,5535.073824
299.0,1606,5565.747967
400.0,2008,5603.643525
294.0,1882,5638.90839
323.0,1844,5674.052976
297.0,1335,5699.564876
241.0,1671,5730.873318
306.0,1856,5766.224913
374.0,1844,5801.418192
379.0,2262,5844.339384
358.0,2315,5888.199109
273.0,1684,5919.977719
90.0,1477,5948.013698
317.0,1684,5980.128022
343.0,1912,6016.285166
138.0,1266,6040.51918
399.0,2182,6081.618071
231.0,1948,6118.250913
370.0,1912,6154.322376
407.0,2248,6197.234957
127.0,1455,6224.895001
420.0,2437,6270.772986
427.0,2536,6319.04063
384.0,1775,6352.711448
401.0,1700,6384.800709
299.0,1741,6417.637912
168.0,1372,6443.624738
261.0,1752,6477.080252
421.0,2278,6519.967998
379.0,2110,6559.847816
414.0,2425,6606.228612
395.0,2498,6653.087273
398.0,2118,6693.394203
387.0,1431,6720.68566
408.0,2311,6764.39874
325.0,1968,6801.236265
401.0,2865,6855.07771
348.0,2110,6895.507526
391.0,2003,6933.388576
354.0,1906,6969.384224
142.0,1599,6999.398166
386.0,2610,7049.090027
386.0,2356,7093.743625
365.0,2637,7143.336698
212.0,1245,7166.797603
400.0,2090,7206.261461
384.0,2451,7252.444851
386.0,2208,7294.121733
428.0,3039,7352.372431
414.0,2451,7398.239677
419.0,2427,7444.456615
402.0,2455,7490.658231
388.0,3015,7547.702414
407.0,3031,7605.134456
381.0,2201,7646.134737
308.0,2069,7685.618075
374.0,2660,7735.611643
425.0,2496,7782.811042
414.0,2556,7831.151943
421.0,2748,7883.129661
417.0,2245,7925.823821
284.0,2235,7967.834132
371.0,2099,8007.6221
433.0,2733,8059.323834
428.0,3984,8134.752423
440.0,4335,8217.294249
417.0,2185,8258.52255
309.0,1916,8294.791066
418.0,3171,8354.413603
401.0,3039,8411.959662
406.0,2267,8455.444224
406.0,2095,8495.01809
428.0,2931,8550.622913
419.0,3012,8607.896443
416.0,3082,8666.149554
91.0,1540,8695.516392
389.0,2855,8749.409217
432.0,3864,8822.585163
428.0,2640,8872.017959
417.0,2382,8917.117157
568.0,3251,8979.388688
376.0,2371,9024.011654
346.0,2416,9069.983195
428.0,2651,9120.003978
388.0,2846,9173.932474
408.0,2203,9215.429078
363.0,2318,9259.334962
403.0,2499,9306.609049
424.0,2023,9344.713135
385.0,2107,9384.446434
545.0,3544,9450.784597
420.0,2305,9494.717393
367.0,2088,9534.00789
388.0,2545,9582.100142
369.0,1960,9618.731652
378.0,2154,9659.257829
436.0,5071,9754.329092
415.0,3072,9811.98529
398.0,2650,9862.069111
446.0,2925,9917.329729
425.0,2966,9972.928668
394.0,2145,10013.894508
402.0,2301,10056.961071
431.0,2993,10113.76913
425.0,3322,10176.174504
358.0,2210,10217.735263
425.0,4539,10303.561203
406.0,2708,10354.116469
413.0,2895,10408.468844
368.0,2534,10456.322274
421.0,2891,10511.163706
417.0,3501,10577.651274
455.0,3213,10639.179206
428.0,2562,10687.114339
374.0,2158,10727.729052
417.0,2904,10782.72929
414.0,2634,10832.336061
431.0,2781,10885.01797
389.0,2471,10931.67055
312.0,1913,10968.046197
445.0,3389,11032.149048
480.0,3708,11102.251284
410.0,2429,11148.116293
475.0,3621,11216.681605
423.0,4859,11309.574382
423.0,2597,11358.541251
396.0,2566,11407.097076
403.0,1595,11437.507231
424.0,3094,11496.632087
372.0,2072,11536.285316
432.0,2640,11586.494539
437.0,4079,11663.978045
420.0,5290,11763.830489
417.0,2591,11812.866692
109.0,1523,11841.475515
428.0,2486,11888.576858
412.0,3942,11963.007215
336.0,2729,12014.515282
428.0,3381,12078.216158
424.0,2340,12122.286059
403.0,2350,12166.29118
347.0,3088,12224.805565
428.0,2322,12269.021801
412.0,3412,12333.778591
368.0,2306,12377.573632
440.0,3062,12435.420411
431.0,2849,12489.257483
466.0,3958,12564.201483
420.0,2963,12620.620498
306.0,2087,12660.403866
351.0,2155,12701.227728
783.0,4531,12787.044715
346.0,2194,12828.935279
388.0,2409,12875.217472
428.0,2483,12922.20358
243.0,1924,12959.216153
853.0,4765,13049.969313
376.0,2353,13094.942724
428.0,4554,13181.028476
428.0,3445,13246.474765
427.0,5210,13345.163615
423.0,3617,13414.398431
424.0,3659,13483.620223
