#{"t_start": 1541001686.9891968, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
13.0,354,1923.97647
6.0,359,1931.470546
8.0,297,1937.276953
9.0,427,1945.84384
7.0,396,1953.828529
12.0,550,1965.001948
6.0,340,1971.816022
11.0,372,1979.383005
20.0,614,1991.84359
14.0,659,2005.521968
13.0,645,2018.558375
22.0,674,2032.268981
6.0,343,2039.029029
19.0,587,2051.054003
16.0,620,2063.547856
22.0,635,2076.612276
11.0,496,2086.636441
9.0,484,2096.127599
17.0,536,2106.87196
15.0,596,2119.075981
15.0,601,2131.037138
18.0,530,2141.700413
11.0,568,2153.05625
26.0,746,2167.572524
12.0,476,2176.98075
12.0,569,2188.352371
14.0,520,2198.816161
37.0,897,2216.869364
15.0,752,2232.016596
38.0,1003,2252.160913
16.0,637,2264.940724
8.0,361,2272.068258
30.0,841,2288.509757
13.0,457,2297.523341
14.0,575,2308.696438
15.0,701,2322.749818
24.0,771,2338.042934
30.0,793,2353.880087
20.0,714,2367.661315
15.0,581,2378.864709
18.0,669,2392.218394
25.0,745,2406.78366
21.0,601,2418.616063
25.0,647,2431.145414
10.0,515,2441.249102
12.0,567,2452.620486
20.0,701,2466.274679
8.0,459,2475.129187
24.0,721,2488.913148
19.0,533,2499.281064
34.0,1018,2519.26425
20.0,695,2532.728755
38.0,928,2550.816785
16.0,737,2565.04846
31.0,936,2583.370015
31.0,944,2601.655438
30.0,911,2619.298797
17.0,702,2632.848532
26.0,816,2648.396056
41.0,949,2666.869886
32.0,999,2686.353037
17.0,638,2698.758365
22.0,781,2713.554313
32.0,905,2731.353505
24.0,565,2742.376976
37.0,886,2759.564748
25.0,605,2771.101349
24.0,675,2784.051144
22.0,806,2799.946325
8.0,427,2808.088131
40.0,1113,2829.867683
41.0,1082,2850.826609
49.0,1369,2877.37656
29.0,834,2893.228805
21.0,713,2907.105443
39.0,1135,2929.09247
89.0,1787,2963.673836
34.0,1140,2985.910723
62.0,1328,3011.359104
32.0,1059,3031.702895
17.0,625,3043.903985
19.0,752,3058.317033
68.0,1336,3084.1466
50.0,1299,3109.082756
53.0,1337,3135.036247
89.0,1184,3157.665511
39.0,1049,3177.937628
55.0,1099,3199.287583
63.0,1445,3226.865191
58.0,1071,3247.829893
55.0,1214,3271.077676
54.0,1372,3297.6052
100.0,1708,3330.719194
80.0,1479,3359.0443
39.0,720,3372.506184
24.0,750,3386.773782
28.0,640,3398.926518
66.0,1196,3421.759359
68.0,1429,3449.147131
66.0,1526,3478.590624
69.0,1082,3499.161384
44.0,1123,3520.794076
90.0,1339,3546.328726
112.0,1703,3579.138222
65.0,1114,3600.474226
9.0,398,3608.352382
75.0,1283,3632.714323
58.0,1346,3658.698336
104.0,1454,3686.763688
98.0,1574,3716.774132
85.0,1193,3739.488851
58.0,1261,3763.576827
246.0,1146,3785.525688
47.0,1294,3810.733146
230.0,1629,3842.231401
63.0,1106,3863.470411
75.0,1488,3892.21699
103.0,1410,3919.418977
268.0,1626,3950.673908
69.0,1523,3980.007584
106.0,1651,4011.589396
64.0,1320,4037.157842
212.0,1731,4070.206977
168.0,1936,4107.28881
136.0,1481,4135.627585
34.0,689,4148.861086
188.0,1646,4180.486722
132.0,1476,4208.598063
159.0,1590,4239.093157
31.0,878,4255.860232
120.0,1334,4281.554628
108.0,1328,4307.177531
56.0,1060,4328.091461
0.0,127,4330.847026
59.0,1134,4352.767909
54.0,1097,4373.695779
162.0,1596,4404.457536
183.0,1696,4437.140091
140.0,1209,4460.367769
49.0,1247,4484.68634
80.0,1119,4506.145121
66.0,931,4523.812296
88.0,1187,4546.269109
54.0,890,4563.390296
76.0,1302,4588.365908
262.0,1420,4615.255178
198.0,1575,4645.777472
109.0,1369,4671.432892
270.0,1937,4708.570109
3.0,250,4714.234532
201.0,1691,4746.345289
214.0,1544,4775.739995
367.0,2090,4815.422557
244.0,1624,4846.242067
232.0,1785,4880.442423
100.0,1014,4899.739896
73.0,1233,4922.910866
67.0,1125,4944.257681
207.0,1744,4977.494134
363.0,1719,5010.293779
137.0,1541,5039.308195
285.0,1828,5074.302562
323.0,1761,5107.975081
0.0,129,5110.878345
85.0,1192,5133.374039
324.0,1642,5164.540567
342.0,1821,5199.240275
88.0,1333,5224.806855
1.0,157,5228.111298
54.0,1100,5249.049082
231.0,1493,5277.70259
215.0,1635,5308.893273
213.0,1886,5344.897495
131.0,1446,5372.450072
372.0,2173,5413.748652
239.0,1850,5449.035372
287.0,1632,5479.957702
386.0,2007,5518.031949
91.0,1284,5542.6443
306.0,1592,5572.762599
268.0,1258,5596.41107
343.0,1725,5628.894349
245.0,1611,5659.318233
413.0,2763,5711.924643
336.0,1851,5747.14936
381.0,2225,5789.411034
126.0,1172,5811.747392
133.0,1713,5844.087059
137.0,1390,5870.377527
423.0,2739,5922.158486
260.0,1843,5957.342493
393.0,2206,5999.069189
285.0,1863,6034.757131
413.0,2482,6081.655043
399.0,2301,6125.147483
388.0,2323,6169.115057
382.0,2173,6210.692729
315.0,2562,6259.035034
352.0,1584,6288.902357
293.0,1746,6321.964342
322.0,2086,6361.415883
229.0,1729,6394.292584
92.0,1500,6422.737644
289.0,1917,6458.973869
163.0,1849,6493.970134
343.0,1891,6529.67743
338.0,1569,6559.262781
383.0,2278,6602.94896
420.0,2038,6641.088938
213.0,1809,6675.198147
287.0,2055,6714.211049
397.0,1733,6747.200336
406.0,2331,6791.032597
428.0,2404,6836.125144
396.0,2725,6887.950648
401.0,2084,6927.383277
378.0,2091,6967.158955
300.0,2018,7005.297886
374.0,2009,7043.026908
379.0,2405,7089.133726
373.0,1774,7122.071897
427.0,3581,7189.854537
682.0,4312,7271.538928
421.0,2449,7318.194386
427.0,2967,7374.457666
424.0,2221,7416.337072
413.0,2699,7467.553617
321.0,2456,7513.90431
351.0,2069,7553.112164
423.0,3435,7617.932048
421.0,3470,7683.301685
311.0,1995,7721.236432
408.0,2409,7766.373738
317.0,1823,7800.738736
405.0,2054,7839.634343
409.0,2302,7883.123993
385.0,1992,7920.854201
399.0,2106,7960.790455
295.0,2062,7999.763844
433.0,2877,8054.004553
395.0,2053,8092.656948
419.0,2018,8130.798895
387.0,2776,8183.782757
417.0,4088,8261.226784
425.0,3187,8321.501127
324.0,3131,8380.632595
412.0,3490,8447.075337
346.0,2034,8485.876642
359.0,2030,8524.299421
432.0,2368,8568.627091
425.0,3803,8641.132629
413.0,3808,8713.737559
405.0,2176,8754.872389
341.0,1902,8790.993051
376.0,2657,8840.749654
431.0,2481,8887.215994
389.0,1811,8921.676932
423.0,2137,8962.357865
453.0,2976,9018.784976
364.0,2277,9061.731507
424.0,4367,9144.625177
423.0,2601,9193.744612
346.0,1818,9228.230611
428.0,3151,9287.898937
439.0,2210,9329.423917
423.0,2482,9376.310226
423.0,3285,9438.1517
389.0,2240,9480.092015
42.0,1124,9501.802776
407.0,2397,9546.604859
413.0,3251,9608.051203
398.0,2549,9655.855581
413.0,2734,9707.027044
417.0,2487,9753.590503
412.0,2495,9800.877685
437.0,2838,9853.910894
227.0,1528,9882.500074
379.0,1907,9918.547315
300.0,1913,9954.13798
281.0,1994,9991.948326
417.0,3308,10054.571323
375.0,2142,10095.290149
406.0,3763,10166.081343
388.0,2482,10212.756314
411.0,2094,10252.672931
417.0,2706,10303.183396
405.0,2596,10351.345351
391.0,1982,10388.715787
846.0,5078,10484.890174
363.0,1925,10521.309014
378.0,1967,10558.425801
347.0,4391,10642.3799
395.0,2293,10684.980156
384.0,2105,10725.030731
395.0,2370,10769.596195
407.0,2507,10816.912148
391.0,2504,10864.117825
424.0,2530,10912.110636
341.0,2085,10952.008352
420.0,2843,11005.555903
431.0,4250,11086.26061
453.0,3214,11146.774438
424.0,3518,11213.450239
425.0,2504,11260.906212
411.0,2702,11312.547358
428.0,3096,11371.202273
410.0,2318,11415.103474
407.0,2660,11465.43581
464.0,4508,11551.896027
447.0,3193,11612.76796
330.0,1872,11648.638335
421.0,3518,11714.889071
336.0,1775,11748.233414
453.0,3279,11810.156925
416.0,2207,11851.942831
391.0,2060,11890.713943
428.0,3900,11964.265288
405.0,2728,12015.82403
427.0,3341,12078.745944
428.0,2611,12127.755588
407.0,2372,12172.640017
420.0,5867,12284.170882
428.0,2328,12328.129067
433.0,2253,12371.219131
442.0,3192,12431.429458
364.0,2126,12471.345228
339.0,1586,12501.091899
451.0,4264,12582.30961
407.0,2007,12620.346901
641.0,4123,12698.933536
442.0,3104,12757.668539
428.0,3582,12825.66572
417.0,2190,12867.925086
385.0,3124,12927.458635
405.0,2777,12980.21776
421.0,3316,13043.456183
419.0,2219,13086.178069
428.0,3044,13143.223336
845.0,5425,13246.512802
423.0,3804,13318.717988
302.0,2076,13357.745801
421.0,2872,13412.806177
427.0,5063,13508.769555
